z_span,x_chord,side,cp,p_static_kpa,mach_local
-0.0106,0.56604,upper,0.0944,99.967,nan
-0.0106,0.56604,lower,0.0831,100.129,nan
-0.0106,0.57233,upper,0.0203,101.033,nan
-0.0106,0.57233,lower,0.0224,101.003,nan
-0.0106,0.57862,upper,0.1561,99.079,nan
-0.0106,0.57862,lower,0.0448,100.68,nan
-0.0106,0.58491,upper,0.1426,99.273,nan
-0.0106,0.58491,lower,0.1138,99.687,nan
-0.0106,0.59119,upper,0.2339,97.959,nan
-0.0106,0.59119,lower,0.0922,99.998,nan
-0.0106,0.59748,upper,0.2218,98.133,nan
-0.0106,0.59748,lower,0.1437,99.257,nan
-0.0106,0.60377,upper,0.2975,97.045,nan
-0.0106,0.60377,lower,0.144,99.252,nan
-0.0106,0.61006,upper,0.3917,95.689,nan
-0.0106,0.61006,lower,0.1315,99.432,nan
-0.0106,0.61635,upper,0.4749,94.492,nan
-0.0106,0.61635,lower,0.248,97.757,nan
-0.0106,0.62264,upper,0.5675,93.16,nan
-0.0106,0.62264,lower,0.221,98.145,nan
-0.0106,0.62893,upper,0.5925,92.799,nan
-0.0106,0.62893,lower,0.236,97.93,nan
-0.0106,0.63522,upper,0.7126,91.072,nan
-0.0106,0.63522,lower,0.2733,97.393,nan
-0.0106,0.64151,upper,0.802,89.786,nan
-0.0106,0.64151,lower,0.3027,96.97,nan
-0.0106,0.6478,upper,0.7446,90.612,nan
-0.0106,0.6478,lower,0.3117,96.841,nan
-0.0106,0.65409,upper,0.8399,89.241,nan
-0.0106,0.65409,lower,0.2991,97.021,nan
-0.0106,0.66038,upper,0.8537,89.042,nan
-0.0106,0.66038,lower,0.3565,96.196,nan
-0.0106,0.66667,upper,0.9006,88.366,nan
-0.0106,0.66667,lower,0.3873,95.752,nan
-0.0106,0.67296,upper,0.8991,88.389,nan
-0.0106,0.67296,lower,0.3585,96.167,nan
-0.0106,0.67925,upper,0.9636,87.461,nan
-0.0106,0.67925,lower,0.3697,96.006,nan
-0.0106,0.68553,upper,0.9252,88.014,nan
-0.0106,0.68553,lower,0.328,96.606,nan
-0.0106,0.69182,upper,0.9421,87.77,nan
-0.0106,0.69182,lower,0.3348,96.508,nan
-0.0106,0.69811,upper,1.0207,86.638,nan
-0.0106,0.69811,lower,0.3535,96.239,nan
-0.0106,0.7044,upper,0.9787,87.243,nan
-0.0106,0.7044,lower,0.4067,95.473,nan
-0.0106,0.71069,upper,0.9178,88.119,nan
-0.0106,0.71069,lower,0.3644,96.082,nan
-0.0106,0.71698,upper,0.9187,88.107,nan
-0.0106,0.71698,lower,0.3422,96.402,nan
-0.0106,0.72327,upper,0.9588,87.53,nan
-0.0106,0.72327,lower,0.3705,95.994,nan
-0.0106,0.72956,upper,0.9465,87.707,nan
-0.0106,0.72956,lower,0.3529,96.248,nan
-0.0106,0.73585,upper,0.9932,87.035,nan
-0.0106,0.73585,lower,0.2843,97.235,nan
-0.0106,0.74214,upper,0.9641,87.453,nan
-0.0106,0.74214,lower,0.3374,96.471,nan
-0.0106,0.74843,upper,0.8921,88.489,nan
-0.0106,0.74843,lower,0.4273,95.177,nan
-0.0106,0.75472,upper,1.0223,86.616,nan
-0.0106,0.75472,lower,0.3969,95.614,nan
-0.0106,0.76101,upper,0.9286,87.964,nan
-0.0106,0.76101,lower,0.3375,96.469,nan
-0.0106,0.7673,upper,1.0047,86.869,nan
-0.0106,0.7673,lower,0.3888,95.73,nan
-0.0106,0.77358,upper,0.8983,88.4,nan
-0.0106,0.77358,lower,0.3735,95.952,nan
-0.0106,0.77987,upper,0.9477,87.689,nan
-0.0106,0.77987,lower,0.3793,95.867,nan
-0.0106,0.78616,upper,0.8809,88.651,nan
-0.0106,0.78616,lower,0.4369,95.039,nan
-0.0106,0.79245,upper,1.0139,86.736,nan
-0.0106,0.79245,lower,0.4129,95.384,nan
-0.0106,0.79874,upper,0.9153,88.155,nan
-0.0106,0.79874,lower,0.3434,96.383,nan
-0.0106,0.80503,upper,0.9307,87.934,nan
-0.0106,0.80503,lower,0.4185,95.303,nan
-0.0106,0.81132,upper,0.9664,87.421,nan
-0.0106,0.81132,lower,0.4017,95.545,nan
-0.0106,0.81761,upper,0.9415,87.779,nan
-0.0106,0.81761,lower,0.3612,96.128,nan
-0.0106,0.8239,upper,0.9676,87.402,nan
-0.0106,0.8239,lower,0.3928,95.674,nan
-0.0106,0.83019,upper,0.9573,87.551,nan
-0.0106,0.83019,lower,0.3747,95.934,nan
-0.0106,0.83648,upper,1.0263,86.559,nan
-0.0106,0.83648,lower,0.4394,95.003,nan
-0.0106,0.84277,upper,1.0193,86.66,nan
-0.0106,0.84277,lower,0.3931,95.67,nan
-0.0106,0.84906,upper,0.9244,88.024,nan
-0.0106,0.84906,lower,0.3805,95.85,nan
-0.0106,0.85535,upper,0.9677,87.402,nan
-0.0106,0.85535,lower,0.3467,96.337,nan
-0.0106,0.86164,upper,0.9318,87.917,nan
-0.0106,0.86164,lower,0.3846,95.792,nan
-0.0106,0.86792,upper,0.9452,87.725,nan
-0.0106,0.86792,lower,0.3993,95.58,nan
-0.0106,0.87421,upper,0.9611,87.497,nan
-0.0106,0.87421,lower,0.3091,96.878,nan
-0.0106,0.8805,upper,0.9381,87.827,nan
-0.0106,0.8805,lower,0.3708,95.989,nan
-0.0106,0.88679,upper,0.971,87.353,nan
-0.0106,0.88679,lower,0.4889,94.291,nan
-0.0106,0.89308,upper,0.9827,87.186,nan
-0.0106,0.89308,lower,0.3855,95.778,nan
-0.0106,0.89937,upper,0.9148,88.162,nan
-0.0106,0.89937,lower,0.4123,95.393,nan
-0.0106,0.90566,upper,0.9952,87.006,nan
-0.0106,0.90566,lower,0.3389,96.449,nan
-0.0106,0.91195,upper,0.9683,87.393,nan
-0.0106,0.91195,lower,0.4004,95.563,nan
-0.0106,0.91824,upper,0.9875,87.117,nan
-0.0106,0.91824,lower,0.406,95.484,nan
-0.0106,0.92453,upper,1.0056,86.857,nan
-0.0106,0.92453,lower,0.3871,95.755,nan
-0.0106,0.93082,upper,0.9436,87.748,nan
-0.0106,0.93082,lower,0.4121,95.396,nan
-0.0106,0.93711,upper,0.9885,87.102,nan
-0.0106,0.93711,lower,0.4731,94.518,nan
-0.0106,0.9434,upper,0.9541,87.597,nan
-0.0106,0.9434,lower,0.4242,95.221,nan
-0.0106,0.94969,upper,0.9603,87.508,nan
-0.0106,0.94969,lower,0.4991,94.143,nan
-0.0106,0.95597,upper,0.9575,87.549,nan
-0.0106,0.95597,lower,0.3866,95.762,nan
-0.0106,0.96226,upper,1.0058,86.853,nan
-0.0106,0.96226,lower,0.4162,95.337,nan
-0.0106,0.96855,upper,1.0121,86.763,nan
-0.0106,0.96855,lower,0.377,95.901,nan
-0.0106,0.97484,upper,1.0137,86.74,nan
-0.0106,0.97484,lower,0.5021,94.101,nan
-0.0106,0.98113,upper,0.976,87.282,nan
-0.0106,0.98113,lower,0.3992,95.582,nan
-0.0106,0.98742,upper,1.0026,86.899,nan
-0.0106,0.98742,lower,0.4695,94.57,nan
-0.0106,0.99371,upper,1.0481,86.245,nan
-0.0106,0.99371,lower,0.3751,95.928,nan
-0.0106,1.0,upper,1.0019,86.91,nan
-0.0106,1.0,lower,0.4369,95.038,nan
0.0106,0.0,upper,-3.2495,148.079,1.3587
0.0106,0.0,lower,3.1514,55.983,nan
0.0106,0.00629,upper,-2.7969,141.567,1.3254
0.0106,0.00629,lower,2.8627,60.135,nan
0.0106,0.01258,upper,-2.5485,137.993,1.298
0.0106,0.01258,lower,2.6391,63.353,nan
0.0106,0.01887,upper,-2.3421,135.023,1.2628
0.0106,0.01887,lower,2.3485,67.534,nan
0.0106,0.02516,upper,-2.1202,131.83,1.2496
0.0106,0.02516,lower,2.0761,71.454,nan
0.0106,0.03145,upper,-1.8265,127.605,1.2046
0.0106,0.03145,lower,1.9315,73.534,nan
0.0106,0.03774,upper,-1.7317,126.241,1.2029
0.0106,0.03774,lower,1.7278,76.466,nan
0.0106,0.04403,upper,-1.5519,123.654,1.1751
0.0106,0.04403,lower,1.4948,79.818,nan
0.0106,0.05031,upper,-1.3957,121.407,1.156
0.0106,0.05031,lower,1.3776,81.504,nan
0.0106,0.0566,upper,-1.1902,118.45,1.1237
0.0106,0.0566,lower,1.1988,84.076,nan
0.0106,0.06289,upper,-1.0516,116.456,1.1087
0.0106,0.06289,lower,1.1294,85.075,nan
0.0106,0.06918,upper,-1.0084,115.835,1.1068
0.0106,0.06918,lower,0.9981,86.964,nan
0.0106,0.07547,upper,-0.9527,115.033,1.0988
0.0106,0.07547,lower,0.8917,88.495,nan
0.0106,0.08176,upper,-0.8111,112.995,1.065
0.0106,0.08176,lower,0.7483,90.558,nan
0.0106,0.08805,upper,-0.6858,111.192,1.0329
0.0106,0.08805,lower,0.6994,91.263,nan
0.0106,0.09434,upper,-0.6588,110.803,1.0429
0.0106,0.09434,lower,0.637,92.159,nan
0.0106,0.10063,upper,-0.6107,110.112,1.0346
0.0106,0.10063,lower,0.541,93.541,nan
0.0106,0.10692,upper,-0.5039,108.575,1.0041
0.0106,0.10692,lower,0.5652,93.193,nan
0.0106,0.11321,upper,-0.4213,107.387,0.9886
0.0106,0.11321,lower,0.4599,94.708,nan
0.0106,0.1195,upper,-0.3932,106.982,0.9806
0.0106,0.1195,lower,0.4079,95.456,nan
0.0106,0.12579,upper,-0.3618,106.531,0.9699
0.0106,0.12579,lower,0.333,96.534,nan
0.0106,0.13208,upper,-0.3295,106.066,0.9617
0.0106,0.13208,lower,0.3733,95.953,nan
0.0106,0.13836,upper,-0.2504,104.928,0.954
0.0106,0.13836,lower,0.2927,97.113,nan
0.0106,0.14465,upper,-0.2301,104.636,0.9288
0.0106,0.14465,lower,0.2569,97.629,nan
0.0106,0.15094,upper,-0.211,104.361,0.9358
0.0106,0.15094,lower,0.191,98.576,nan
0.0106,0.15723,upper,-0.1657,103.71,0.9
0.0106,0.15723,lower,0.2206,98.151,nan
0.0106,0.16352,upper,-0.2627,105.105,0.9568
0.0106,0.16352,lower,0.1668,98.926,nan
0.0106,0.16981,upper,-0.1028,102.804,0.8683
0.0106,0.16981,lower,0.1884,98.615,nan
0.0106,0.1761,upper,-0.1416,103.363,0.8939
0.0106,0.1761,lower,0.2024,98.413,nan
0.0106,0.18239,upper,-0.114,102.965,0.8924
0.0106,0.18239,lower,0.1358,99.371,nan
0.0106,0.18868,upper,-0.1212,103.068,0.8996
0.0106,0.18868,lower,0.1409,99.297,nan
0.0106,0.19497,upper,-0.1368,103.293,0.8997
0.0106,0.19497,lower,0.1314,99.434,nan
0.0106,0.20126,upper,-0.0364,101.849,0.8258
0.0106,0.20126,lower,0.189,98.605,nan
0.0106,0.20755,upper,-0.1159,102.993,0.875
0.0106,0.20755,lower,0.1223,99.565,nan
0.0106,0.21384,upper,-0.074,102.39,0.8667
0.0106,0.21384,lower,0.0892,100.042,nan
0.0106,0.22013,upper,-0.0174,101.576,0.8273
0.0106,0.22013,lower,0.0714,100.298,nan
0.0106,0.22642,upper,-0.0021,101.355,0.7909
0.0106,0.22642,lower,0.0325,100.857,nan
0.0106,0.2327,upper,-0.0257,101.694,0.8152
0.0106,0.2327,lower,0.0045,101.26,nan
0.0106,0.23899,upper,-0.0809,102.488,0.8698
0.0106,0.23899,lower,0.149,99.182,nan
0.0106,0.24528,upper,-0.0327,101.795,0.8443
0.0106,0.24528,lower,0.0839,100.118,nan
0.0106,0.25157,upper,-0.0778,102.445,0.8779
0.0106,0.25157,lower,0.0424,100.715,nan
0.0106,0.25786,upper,0.0033,101.278,nan
0.0106,0.25786,lower,0.1041,99.828,nan
0.0106,0.26415,upper,-0.0095,101.462,0.8078
0.0106,0.26415,lower,0.0667,100.366,nan
0.0106,0.27044,upper,-0.0332,101.802,0.843
0.0106,0.27044,lower,0.0238,100.983,nan
0.0106,0.27673,upper,-0.0218,101.639,0.8322
0.0106,0.27673,lower,0.056,100.52,nan
0.0106,0.28302,upper,-0.0308,101.769,0.8338
0.0106,0.28302,lower,0.0371,100.792,nan
0.0106,0.28931,upper,-0.0085,101.447,0.802
0.0106,0.28931,lower,-0.0216,101.636,0.8366
0.0106,0.2956,upper,0.0356,100.813,nan
0.0106,0.2956,lower,0.0831,100.13,nan
0.0106,0.30189,upper,0.0164,101.089,nan
0.0106,0.30189,lower,0.013,101.138,nan
0.0106,0.30818,upper,-0.0584,102.165,0.8599
0.0106,0.30818,lower,0.0445,100.684,nan
0.0106,0.31447,upper,0.0257,100.955,nan
0.0106,0.31447,lower,0.0681,100.345,nan
0.0106,0.32075,upper,0.02,101.037,nan
0.0106,0.32075,lower,0.0228,100.997,nan
0.0106,0.32704,upper,0.0234,100.989,nan
0.0106,0.32704,lower,0.0579,100.492,nan
0.0106,0.33333,upper,0.0774,100.211,nan
0.0106,0.33333,lower,0.0265,100.943,nan
0.0106,0.33962,upper,-0.0255,101.692,0.83
0.0106,0.33962,lower,0.0172,101.078,nan
0.0106,0.34591,upper,-0.0027,101.364,0.8013
0.0106,0.34591,lower,0.0223,101.005,nan
0.0106,0.3522,upper,-0.0044,101.389,0.7942
0.0106,0.3522,lower,-0.0198,101.61,0.8232
0.0106,0.35849,upper,0.0466,100.654,nan
0.0106,0.35849,lower,-0.0456,101.981,0.8472
0.0106,0.36478,upper,0.1206,99.59,nan
0.0106,0.36478,lower,0.0343,100.831,nan
0.0106,0.37107,upper,0.0468,100.652,nan
0.0106,0.37107,lower,0.0192,101.048,nan
0.0106,0.37736,upper,-0.0205,101.62,0.8276
0.0106,0.37736,lower,-0.0197,101.609,0.8266
0.0106,0.38365,upper,-0.003,101.369,0.7997
0.0106,0.38365,lower,-0.0144,101.531,0.8203
0.0106,0.38994,upper,0.0234,100.989,nan
0.0106,0.38994,lower,-0.003,101.368,0.7882
0.0106,0.39623,upper,0.0063,101.234,nan
0.0106,0.39623,lower,0.0208,101.026,nan
0.0106,0.40252,upper,0.0656,100.381,nan
0.0106,0.40252,lower,0.036,100.807,nan
0.0106,0.40881,upper,0.04,100.75,nan
0.0106,0.40881,lower,0.0288,100.911,nan
0.0106,0.41509,upper,0.02,101.037,nan
0.0106,0.41509,lower,0.0471,100.647,nan
0.0106,0.42138,upper,0.0731,100.273,nan
0.0106,0.42138,lower,0.0559,100.52,nan
0.0106,0.42767,upper,0.0267,100.94,nan
0.0106,0.42767,lower,0.0488,100.623,nan
0.0106,0.43396,upper,0.0854,100.097,nan
0.0106,0.43396,lower,0.0764,100.226,nan
0.0106,0.44025,upper,0.0998,99.89,nan
0.0106,0.44025,lower,0.0214,101.017,nan
0.0106,0.44654,upper,0.0242,100.977,nan
0.0106,0.44654,lower,-0.0268,101.711,0.8202
0.0106,0.45283,upper,0.0563,100.516,nan
0.0106,0.45283,lower,-0.0354,101.834,0.8399
0.0106,0.45912,upper,0.0395,100.757,nan
0.0106,0.45912,lower,0.0629,100.42,nan
0.0106,0.46541,upper,0.0679,100.347,nan
0.0106,0.46541,lower,0.0051,101.252,nan
0.0106,0.4717,upper,0.0169,101.082,nan
0.0106,0.4717,lower,0.0255,100.958,nan
0.0106,0.47799,upper,0.0222,101.006,nan
0.0106,0.47799,lower,-0.0014,101.345,0.7905
0.0106,0.48428,upper,0.0464,100.657,nan
0.0106,0.48428,lower,0.0614,100.441,nan
0.0106,0.49057,upper,0.0186,101.057,nan
0.0106,0.49057,lower,-0.0715,102.354,0.863
0.0106,0.49686,upper,0.0555,100.527,nan
0.0106,0.49686,lower,0.0789,100.19,nan
0.0106,0.50314,upper,0.0803,100.17,nan
0.0106,0.50314,lower,-0.0031,101.369,0.794
0.0106,0.50943,upper,0.0246,100.971,nan
0.0106,0.50943,lower,-0.015,101.541,0.8152
0.0106,0.51572,upper,0.0686,100.338,nan
0.0106,0.51572,lower,0.0814,100.154,nan
0.0106,0.52201,upper,0.0245,100.973,nan
0.0106,0.52201,lower,0.0402,100.747,nan
0.0106,0.5283,upper,0.1008,99.875,nan
0.0106,0.5283,lower,0.042,100.721,nan
0.0106,0.53459,upper,0.0144,101.119,nan
0.0106,0.53459,lower,0.0609,100.449,nan
0.0106,0.54088,upper,0.0497,100.61,nan
0.0106,0.54088,lower,0.0273,100.932,nan
0.0106,0.54717,upper,0.0637,100.408,nan
0.0106,0.54717,lower,0.0757,100.236,nan
0.0106,0.55346,upper,0.0663,100.371,nan
0.0106,0.55346,lower,0.0867,100.077,nan
0.0106,0.55975,upper,0.0645,100.397,nan
0.0106,0.55975,lower,0.0358,100.81,nan
0.0106,0.56604,upper,0.135,99.383,nan
0.0106,0.56604,lower,0.0462,100.66,nan
0.0106,0.57233,upper,0.1208,99.586,nan
0.0106,0.57233,lower,0.0538,100.551,nan
0.0106,0.57862,upper,0.0858,100.091,nan
0.0106,0.57862,lower,0.0445,100.685,nan
0.0106,0.58491,upper,0.1236,99.546,nan
0.0106,0.58491,lower,0.1288,99.471,nan
0.0106,0.59119,upper,0.1443,99.248,nan
0.0106,0.59119,lower,0.0815,100.153,nan
0.0106,0.59748,upper,0.229,98.03,nan
0.0106,0.59748,lower,0.0719,100.29,nan
0.0106,0.60377,upper,0.2988,97.026,nan
0.0106,0.60377,lower,0.128,99.483,nan
0.0106,0.61006,upper,0.3296,96.583,nan
0.0106,0.61006,lower,0.1135,99.691,nan
0.0106,0.61635,upper,0.449,94.865,nan
0.0106,0.61635,lower,0.1192,99.61,nan
0.0106,0.62264,upper,0.6045,92.628,nan
0.0106,0.62264,lower,0.2467,97.776,nan
0.0106,0.62893,upper,0.5436,93.504,nan
0.0106,0.62893,lower,0.2049,98.377,nan
0.0106,0.63522,upper,0.613,92.505,nan
0.0106,0.63522,lower,0.177,98.778,nan
0.0106,0.64151,upper,0.7737,90.193,nan
0.0106,0.64151,lower,0.2719,97.413,nan
0.0106,0.6478,upper,0.7664,90.298,nan
0.0106,0.6478,lower,0.3011,96.993,nan
0.0106,0.65409,upper,0.798,89.843,nan
0.0106,0.65409,lower,0.3396,96.439,nan
0.0106,0.66038,upper,0.8286,89.402,nan
0.0106,0.66038,lower,0.3179,96.751,nan
0.0106,0.66667,upper,0.8651,88.878,nan
0.0106,0.66667,lower,0.3132,96.818,nan
0.0106,0.67296,upper,0.9041,88.316,nan
0.0106,0.67296,lower,0.3567,96.192,nan
0.0106,0.67925,upper,0.8601,88.949,nan
0.0106,0.67925,lower,0.4097,95.43,nan
0.0106,0.68553,upper,0.9666,87.418,nan
0.0106,0.68553,lower,0.304,96.952,nan
0.0106,0.69182,upper,0.9803,87.22,nan
0.0106,0.69182,lower,0.3313,96.558,nan
0.0106,0.69811,upper,0.9299,87.945,nan
0.0106,0.69811,lower,0.3749,95.931,nan
0.0106,0.7044,upper,0.9323,87.911,nan
0.0106,0.7044,lower,0.3385,96.454,nan
0.0106,0.71069,upper,0.9691,87.381,nan
0.0106,0.71069,lower,0.3577,96.179,nan
0.0106,0.71698,upper,0.9748,87.3,nan
0.0106,0.71698,lower,0.3995,95.577,nan
0.0106,0.72327,upper,0.9865,87.131,nan
0.0106,0.72327,lower,0.3405,96.427,nan
0.0106,0.72956,upper,0.9204,88.082,nan
0.0106,0.72956,lower,0.3788,95.874,nan
0.0106,0.73585,upper,0.9106,88.224,nan
0.0106,0.73585,lower,0.4108,95.414,nan
0.0106,0.74214,upper,0.9354,87.866,nan
0.0106,0.74214,lower,0.3479,96.319,nan
0.0106,0.74843,upper,1.0318,86.479,nan
0.0106,0.74843,lower,0.4083,95.451,nan
0.0106,0.75472,upper,1.005,86.865,nan
0.0106,0.75472,lower,0.3572,96.186,nan
0.0106,0.76101,upper,0.9314,87.924,nan
0.0106,0.76101,lower,0.3553,96.213,nan
0.0106,0.7673,upper,0.9793,87.234,nan
0.0106,0.7673,lower,0.3474,96.327,nan
0.0106,0.77358,upper,1.0004,86.932,nan
0.0106,0.77358,lower,0.3516,96.266,nan
0.0106,0.77987,upper,0.9054,88.298,nan
0.0106,0.77987,lower,0.3947,95.646,nan
0.0106,0.78616,upper,0.9611,87.496,nan
0.0106,0.78616,lower,0.3247,96.653,nan
0.0106,0.79245,upper,0.9225,88.052,nan
0.0106,0.79245,lower,0.4206,95.273,nan
0.0106,0.79874,upper,0.9844,87.161,nan
0.0106,0.79874,lower,0.4131,95.381,nan
0.0106,0.80503,upper,0.9559,87.571,nan
0.0106,0.80503,lower,0.3842,95.797,nan
0.0106,0.81132,upper,0.9472,87.697,nan
0.0106,0.81132,lower,0.4105,95.419,nan
0.0106,0.81761,upper,0.9814,87.205,nan
0.0106,0.81761,lower,0.3219,96.694,nan
0.0106,0.8239,upper,0.9882,87.107,nan
0.0106,0.8239,lower,0.3322,96.546,nan
0.0106,0.83019,upper,0.9775,87.261,nan
0.0106,0.83019,lower,0.4404,94.988,nan
0.0106,0.83648,upper,0.9932,87.035,nan
0.0106,0.83648,lower,0.3285,96.598,nan
0.0106,0.84277,upper,0.9893,87.091,nan
0.0106,0.84277,lower,0.3606,96.136,nan
0.0106,0.84906,upper,0.9182,88.114,nan
0.0106,0.84906,lower,0.3504,96.284,nan
0.0106,0.85535,upper,0.9575,87.549,nan
0.0106,0.85535,lower,0.3629,96.103,nan
0.0106,0.86164,upper,0.9549,87.586,nan
0.0106,0.86164,lower,0.3609,96.132,nan
0.0106,0.86792,upper,0.9695,87.376,nan
0.0106,0.86792,lower,0.3811,95.842,nan
0.0106,0.87421,upper,0.9845,87.159,nan
0.0106,0.87421,lower,0.4106,95.418,nan
0.0106,0.8805,upper,0.9168,88.134,nan
0.0106,0.8805,lower,0.3742,95.94,nan
0.0106,0.88679,upper,0.9559,87.571,nan
0.0106,0.88679,lower,0.3792,95.869,nan
0.0106,0.89308,upper,0.9077,88.264,nan
0.0106,0.89308,lower,0.3937,95.66,nan
0.0106,0.89937,upper,0.9683,87.393,nan
0.0106,0.89937,lower,0.4205,95.275,nan
0.0106,0.90566,upper,0.9553,87.579,nan
0.0106,0.90566,lower,0.3734,95.952,nan
0.0106,0.91195,upper,0.9637,87.459,nan
0.0106,0.91195,lower,0.4738,94.507,nan
0.0106,0.91824,upper,0.9179,88.118,nan
0.0106,0.91824,lower,0.3728,95.961,nan
0.0106,0.92453,upper,1.0112,86.776,nan
0.0106,0.92453,lower,0.3943,95.651,nan
0.0106,0.93082,upper,1.0097,86.797,nan
0.0106,0.93082,lower,0.4707,94.553,nan
0.0106,0.93711,upper,0.9573,87.551,nan
0.0106,0.93711,lower,0.4286,95.159,nan
0.0106,0.9434,upper,1.0161,86.705,nan
0.0106,0.9434,lower,0.3936,95.662,nan
0.0106,0.94969,upper,0.9862,87.136,nan
0.0106,0.94969,lower,0.4125,95.389,nan
0.0106,0.95597,upper,0.916,88.145,nan
0.0106,0.95597,lower,0.4145,95.36,nan
0.0106,0.96226,upper,1.0148,86.724,nan
0.0106,0.96226,lower,0.4491,94.864,nan
0.0106,0.96855,upper,1.0277,86.538,nan
0.0106,0.96855,lower,0.4201,95.281,nan
0.0106,0.97484,upper,0.9934,87.032,nan
0.0106,0.97484,lower,0.3904,95.708,nan
0.0106,0.98113,upper,0.9813,87.206,nan
0.0106,0.98113,lower,0.4099,95.428,nan
0.0106,0.98742,upper,0.9728,87.329,nan
0.0106,0.98742,lower,0.4128,95.386,nan
0.0106,0.99371,upper,0.954,87.599,nan
0.0106,0.99371,lower,0.412,95.398,nan
0.0106,1.0,upper,1.0116,86.77,nan
0.0106,1.0,lower,0.4703,94.559,nan
0.0319,0.0,upper,-3.1822,147.111,1.3443
0.0319,0.0,lower,3.2095,55.146,nan
0.0319,0.00629,upper,-2.8714,142.639,1.313
0.0319,0.00629,lower,2.9188,59.329,nan
0.0319,0.01258,upper,-2.6119,138.905,1.2854
0.0319,0.01258,lower,2.5939,64.003,nan
0.0319,0.01887,upper,-2.3326,134.886,1.2622
0.0319,0.01887,lower,2.3054,68.154,nan
0.0319,0.02516,upper,-2.0545,130.885,1.2277
0.0319,0.02516,lower,2.0833,71.35,nan
0.0319,0.03145,upper,-1.8994,128.653,1.2167
0.0319,0.03145,lower,1.9545,73.203,nan
0.0319,0.03774,upper,-1.69,125.64,1.1913
0.0319,0.03774,lower,1.6848,77.084,nan
0.0319,0.04403,upper,-1.4989,122.892,1.1693
0.0319,0.04403,lower,1.4826,79.993,nan
0.0319,0.05031,upper,-1.3841,121.239,1.1507
0.0319,0.05031,lower,1.3321,82.159,nan
0.0319,0.0566,upper,-1.2331,119.068,1.1321
0.0319,0.0566,lower,1.176,84.405,nan
0.0319,0.06289,upper,-1.0958,117.091,1.114
0.0319,0.06289,lower,1.0264,86.557,nan
0.0319,0.06918,upper,-0.9862,115.514,1.1184
0.0319,0.06918,lower,0.9576,87.547,nan
0.0319,0.07547,upper,-0.8649,113.77,1.073
0.0319,0.07547,lower,0.8361,89.295,nan
0.0319,0.08176,upper,-0.8077,112.947,1.0591
0.0319,0.08176,lower,0.7451,90.604,nan
0.0319,0.08805,upper,-0.7137,111.593,1.0353
0.0319,0.08805,lower,0.7435,90.628,nan
0.0319,0.09434,upper,-0.5931,109.859,1.0283
0.0319,0.09434,lower,0.6287,92.279,nan
0.0319,0.10063,upper,-0.5959,109.898,1.0257
0.0319,0.10063,lower,0.6267,92.308,nan
0.0319,0.10692,upper,-0.4863,108.321,0.9952
0.0319,0.10692,lower,0.509,94.002,nan
0.0319,0.11321,upper,-0.5028,108.559,1.0088
0.0319,0.11321,lower,0.3811,95.842,nan
0.0319,0.1195,upper,-0.4267,107.464,0.9953
0.0319,0.1195,lower,0.4336,95.086,nan
0.0319,0.12579,upper,-0.373,106.691,0.9761
0.0319,0.12579,lower,0.311,96.851,nan
0.0319,0.13208,upper,-0.2819,105.38,0.959
0.0319,0.13208,lower,0.3066,96.913,nan
0.0319,0.13836,upper,-0.3267,106.025,0.9581
0.0319,0.13836,lower,0.2842,97.236,nan
0.0319,0.14465,upper,-0.2594,105.058,0.9348
0.0319,0.14465,lower,0.2909,97.14,nan
0.0319,0.15094,upper,-0.2553,104.998,0.9389
0.0319,0.15094,lower,0.2311,98.0,nan
0.0319,0.15723,upper,-0.2037,104.256,0.929
0.0319,0.15723,lower,0.2783,97.321,nan
0.0319,0.16352,upper,-0.1956,104.139,0.9195
0.0319,0.16352,lower,0.2096,98.31,nan
0.0319,0.16981,upper,-0.1952,104.133,0.9221
0.0319,0.16981,lower,0.1915,98.57,nan
0.0319,0.1761,upper,-0.0987,102.745,0.878
0.0319,0.1761,lower,0.1816,98.712,nan
0.0319,0.18239,upper,-0.1388,103.322,0.8978
0.0319,0.18239,lower,0.1456,99.23,nan
0.0319,0.18868,upper,-0.1246,103.117,0.8832
0.0319,0.18868,lower,0.0972,99.926,nan
0.0319,0.19497,upper,-0.0754,102.41,0.8595
0.0319,0.19497,lower,0.1625,98.986,nan
0.0319,0.20126,upper,-0.0932,102.666,0.8874
0.0319,0.20126,lower,0.0855,100.094,nan
0.0319,0.20755,upper,-0.0521,102.074,0.8582
0.0319,0.20755,lower,0.0537,100.552,nan
0.0319,0.21384,upper,-0.0498,102.042,0.8407
0.0319,0.21384,lower,0.0739,100.261,nan
0.0319,0.22013,upper,-0.0533,102.092,0.8601
0.0319,0.22013,lower,0.1552,99.092,nan
0.0319,0.22642,upper,0.0171,101.079,nan
0.0319,0.22642,lower,0.0424,100.715,nan
0.0319,0.2327,upper,-0.0706,102.341,0.8721
0.0319,0.2327,lower,0.0827,100.136,nan
0.0319,0.23899,upper,-0.0643,102.251,0.8592
0.0319,0.23899,lower,0.0687,100.337,nan
0.0319,0.24528,upper,-0.0312,101.774,0.8512
0.0319,0.24528,lower,0.0808,100.162,nan
0.0319,0.25157,upper,-0.0501,102.046,0.8518
0.0319,0.25157,lower,0.0282,100.92,nan
0.0319,0.25786,upper,0.0035,101.274,nan
