point_id,zone_id,x_over_c,y_mm,z_mm,side,cp,pressure_kpa,shear_pa,mach_local,temp_k,rho_kg_m3,vel_m_s,residual_id
64546,2,0.37097,134.407,-0.0027,upper,0.0281,100.921,6.984,0.7848,323.09,1.0882,282.79,416944
64547,2,0.37903,134.407,-0.02,upper,-0.0046,101.392,5.667,0.7897,323.23,1.0928,284.63,294519
64548,2,0.3871,134.407,-0.0009,upper,0.0192,101.049,5.749,0.7889,323.13,1.0894,284.3,449563
64549,2,0.39516,134.407,0.0047,upper,0.019,101.052,6.612,0.7719,323.13,1.0894,278.16,178726
64550,2,0.40323,134.407,0.0105,upper,0.0602,100.459,6.218,0.7842,322.96,1.0836,282.53,387193
64551,2,0.41129,134.407,0.0317,upper,0.058,100.49,6.758,0.7874,322.97,1.0839,283.69,174966
64552,2,0.41935,134.407,0.0226,upper,0.0283,100.918,4.931,0.7835,323.09,1.0881,282.31,794117
64553,2,0.42742,134.407,0.0037,upper,0.0218,101.011,5.185,0.7891,323.12,1.089,284.35,419732
64554,2,0.43548,134.407,0.0124,upper,0.0382,100.776,3.78,0.7864,323.05,1.0867,283.34,694268
64555,2,0.44355,134.407,0.0095,upper,0.049,100.62,4.892,0.7774,323.01,1.0852,280.08,734716
64556,2,0.45161,134.407,0.0373,upper,0.0331,100.848,4.962,0.7764,323.07,1.0875,279.76,695037
64557,2,0.45968,134.407,0.0074,upper,0.0394,100.758,4.239,0.7811,323.05,1.0866,281.44,798047
64558,2,0.46774,134.407,-0.0311,upper,0.0312,100.876,5.729,0.7846,323.08,1.0877,282.72,603882
64559,2,0.47581,134.407,0.0147,upper,0.0537,100.553,5.212,0.7806,322.99,1.0846,281.25,104266
64560,2,0.48387,134.407,-0.0291,upper,-0.0151,101.543,4.27,0.8164,323.28,1.0943,294.26,752000
64561,2,0.49194,134.407,-0.0219,upper,0.061,100.447,5.42,0.7842,322.96,1.0835,282.52,990116
64562,2,0.5,134.407,0.021,upper,0.0285,100.914,5.088,0.7823,323.09,1.0881,281.9,562561
64563,2,0.50806,134.407,0.0089,upper,0.0345,100.828,3.763,0.7764,323.07,1.0873,279.75,149554
64564,2,0.51613,134.407,-0.0053,upper,0.0346,100.827,4.04,0.7854,323.07,1.0872,283.0,473982
64565,2,0.52419,134.407,-0.0202,upper,0.0222,101.006,5.612,0.7834,323.12,1.089,282.29,85249
64566,2,0.53226,134.407,-0.0031,upper,0.0469,100.65,4.339,0.7878,323.01,1.0855,283.84,313038
64567,2,0.54032,134.407,-0.0336,upper,0.0833,100.127,3.312,0.786,322.86,1.0804,283.11,993980
64568,2,0.54839,134.407,0.0105,upper,0.0571,100.503,4.309,0.7804,322.97,1.0841,281.16,535205
64569,2,0.55645,134.407,-0.0147,upper,0.1005,99.879,2.805,0.7781,322.79,1.078,280.25,441447
64570,2,0.56452,134.407,0.0122,upper,0.0629,100.42,4.301,0.7755,322.95,1.0833,279.39,439370
64571,2,0.57258,134.407,-0.0027,upper,0.1386,99.33,4.916,0.7882,322.63,1.0726,283.81,684544
64572,2,0.58065,134.407,-0.0112,upper,0.1523,99.133,2.695,0.7753,322.57,1.0706,279.14,304220
64573,2,0.58871,134.407,-0.0121,upper,0.226,98.073,3.749,0.7843,322.26,1.0602,282.24,825795
64574,2,0.59677,134.407,-0.0109,upper,0.2795,97.304,2.924,0.785,322.04,1.0526,282.41,653861
64575,2,0.60484,134.407,0.0183,upper,0.3328,96.537,2.957,0.7882,321.81,1.045,283.47,414059
64576,2,0.6129,134.407,-0.0027,upper,0.4078,95.458,5.585,0.7855,321.5,1.0344,282.35,718552
64577,2,0.62097,134.407,-0.0195,upper,0.5219,93.816,3.364,0.7794,321.02,1.0181,279.96,896719
64578,2,0.62903,134.407,0.0119,upper,0.5259,93.758,2.711,0.7683,321.0,1.0175,275.95,175328
64579,2,0.6371,134.407,0.0152,upper,0.6359,92.176,1.943,0.7829,320.54,1.0018,280.97,939244
64580,2,0.64516,134.407,0.0204,upper,0.709,91.124,4.748,0.7819,320.23,0.9913,280.49,447333
64581,2,0.65323,134.407,-0.0014,upper,0.7269,90.866,2.65,0.7808,320.15,0.9888,280.07,581580
64582,2,0.66129,134.407,0.0074,upper,0.7988,89.832,1.903,0.7791,319.85,0.9784,279.31,954055
64583,2,0.66935,134.407,0.0078,upper,0.859,88.965,2.43,0.7837,319.6,0.9697,280.87,706607
64584,2,0.67742,134.407,-0.0062,upper,0.8124,89.637,1.794,0.7812,319.79,0.9765,280.06,279449
64585,2,0.68548,134.407,-0.0214,upper,0.891,88.505,2.236,0.7744,319.46,0.9651,277.47,457342
64586,2,0.69355,134.407,-0.0313,upper,0.852,89.066,2.024,0.7845,319.63,0.9708,281.18,205971
64587,2,0.70161,134.407,0.0169,upper,0.9515,87.634,3.141,0.7858,319.21,0.9564,281.45,244597
64588,2,0.70968,134.407,-0.0009,upper,0.9488,87.673,2.512,0.7838,319.22,0.9568,280.73,226390
64589,2,0.71774,134.407,0.007,upper,0.9108,88.22,2.737,0.7782,319.38,0.9623,278.8,731420
64590,2,0.72581,134.407,-0.0117,upper,0.8769,88.708,2.227,0.7757,319.52,0.9672,277.96,701339
64591,2,0.73387,134.407,-0.0558,upper,0.8765,88.714,2.062,0.7815,319.52,0.9672,280.04,9779
64592,2,0.74194,134.407,-0.0193,upper,0.8529,89.054,2.581,0.7834,319.62,0.9706,280.77,699389
64593,2,0.75,134.407,-0.024,upper,0.8947,88.452,3.327,0.7854,319.45,0.9646,281.39,160984
64594,2,0.75806,134.407,0.0011,upper,0.9167,88.136,1.867,0.7895,319.36,0.9614,282.82,263232
64595,2,0.76613,134.407,-0.0185,upper,0.8669,88.851,1.962,0.7735,319.56,0.9686,277.18,795047
64596,2,0.77419,134.407,-0.019,upper,0.9385,87.822,3.182,0.7827,319.26,0.9583,280.34,553825
64597,2,0.78226,134.407,-0.0254,upper,0.9418,87.774,1.911,0.7748,319.25,0.9578,277.51,880246
64598,2,0.79032,134.407,0.0221,upper,0.9073,88.27,3.775,0.7706,319.39,0.9628,276.08,841065
64599,2,0.79839,134.407,-0.0307,upper,0.9197,88.093,2.175,0.7765,319.34,0.961,278.15,108292
64600,2,0.80645,134.407,0.0201,upper,0.9544,87.593,0.775,0.78,319.2,0.956,279.38,55165
64601,2,0.81452,134.407,-0.0195,upper,0.9384,87.823,2.161,0.7716,319.26,0.9583,276.39,735177
64602,2,0.82258,134.407,0.0051,upper,0.8975,88.411,2.035,0.7744,319.44,0.9642,277.45,357285
64603,2,0.83065,134.407,0.0157,upper,0.8828,88.624,1.592,0.772,319.5,0.9663,276.64,27221
64604,2,0.83871,134.407,-0.018,upper,0.8974,88.414,1.754,0.7896,319.44,0.9642,282.91,115564
64605,2,0.84677,134.407,-0.0058,upper,0.9299,87.946,1.681,0.7695,319.3,0.9595,275.66,144414
64606,2,0.85484,134.407,0.0239,upper,0.9125,88.196,1.883,0.7767,319.37,0.962,278.24,395001
64607,2,0.8629,134.407,-0.0288,upper,0.8704,88.802,2.268,0.784,319.55,0.9681,280.94,999591
64608,2,0.87097,134.407,0.0132,upper,0.9392,87.812,0.859,0.781,319.26,0.9582,279.76,921879
64609,2,0.87903,134.407,-0.0017,upper,0.9254,88.011,0.853,0.7749,319.32,0.9602,277.59,850979
64610,2,0.8871,134.407,0.0098,upper,0.999,86.951,2.398,0.7773,319.01,0.9495,278.3,333769
64611,2,0.89516,134.407,0.0027,upper,0.934,87.887,0.384,0.7745,319.28,0.9589,277.43,16719
64612,2,0.90323,134.407,-0.007,upper,0.9339,87.888,1.625,0.7776,319.28,0.9589,278.54,897342
64613,2,0.91129,134.407,-0.0054,upper,0.9333,87.897,0.901,0.7853,319.29,0.959,281.29,953955
64614,2,0.91935,134.407,-0.0186,upper,0.9504,87.65,0.699,0.7757,319.21,0.9566,277.83,200470
64615,2,0.92742,134.407,0.0454,upper,0.9075,88.268,1.921,0.7788,319.39,0.9628,279.03,29218
64616,2,0.93548,134.407,0.0069,upper,0.9335,87.894,0.098,0.7843,319.28,0.959,280.95,402948
64617,2,0.94355,134.407,-0.0225,upper,0.8759,88.723,1.21,0.7822,319.53,0.9673,280.31,976421
64618,2,0.95161,134.407,0.0038,upper,0.9385,87.822,1.001,0.7746,319.26,0.9583,277.46,279356
64619,2,0.95968,134.407,0.0141,upper,0.94,87.8,1.783,0.7912,319.26,0.9581,283.41,275636
64620,2,0.96774,134.407,0.0187,upper,0.9231,88.044,2.029,0.7718,319.33,0.9605,276.49,865965
64621,2,0.97581,134.407,-0.0107,upper,0.9849,87.154,0.835,0.7709,319.07,0.9516,276.05,760935
64622,2,0.98387,134.407,-0.0288,upper,0.9753,87.292,1.423,0.7758,319.11,0.953,277.82,932453
64623,2,0.99194,134.407,-0.0005,upper,0.9517,87.632,1.153,0.7792,319.21,0.9564,279.08,632360
64624,2,1.0,134.407,-0.0269,upper,0.9624,87.479,0.924,0.7741,319.16,0.9548,277.25,559914
64625,2,0.0,155.085,0.0131,upper,-3.0864,145.732,19.089,1.3477,336.2,1.5101,495.37,411170
64626,2,0.00806,155.085,0.0067,upper,-2.6954,140.106,17.861,1.3083,334.55,1.4589,479.72,127046
64627,2,0.01613,155.085,-0.0004,upper,-2.5257,137.665,15.374,1.289,333.84,1.4366,472.12,768390
64628,2,0.02419,155.085,-0.0196,upper,-2.2055,133.059,17.585,1.2496,332.49,1.3941,456.79,812834
64629,2,0.03226,155.085,0.0053,upper,-1.9589,129.51,15.884,1.2228,331.45,1.3612,446.27,418455
64630,2,0.04032,155.085,-0.027,upper,-1.7219,126.1,16.165,1.2023,330.46,1.3294,438.12,955522
64631,2,0.04839,155.085,0.0134,upper,-1.5315,123.36,16.518,1.1844,329.66,1.3036,431.09,238535
64632,2,0.05645,155.085,-0.0056,upper,-1.4004,121.474,16.369,1.1503,329.1,1.2859,418.33,827745
64633,2,0.06452,155.085,0.0029,upper,-1.1855,118.382,15.684,1.1245,328.2,1.2566,408.38,405260
64634,2,0.07258,155.085,-0.0107,upper,-1.0732,116.767,15.703,1.0933,327.73,1.2412,396.78,801
64635,2,0.08065,155.085,-0.019,upper,-0.919,114.547,15.419,1.0988,327.08,1.22,398.38,475612
64636,2,0.08871,155.085,0.0055,upper,-0.8117,113.004,13.046,1.0634,326.63,1.2053,385.29,265232
64637,2,0.09677,155.085,-0.0249,upper,-0.7739,112.46,14.306,1.0516,326.47,1.2,380.89,746138
64638,2,0.10484,155.085,0.0155,upper,-0.637,110.49,14.49,1.0425,325.89,1.1811,377.27,645949
64639,2,0.1129,155.085,-0.0128,upper,-0.5892,109.802,14.041,1.0235,325.69,1.1745,370.27,374140
64640,2,0.12097,155.085,-0.0169,upper,-0.563,109.425,12.641,1.0249,325.58,1.1708,370.73,814619
64641,2,0.12903,155.085,-0.0219,upper,-0.4523,107.832,12.362,0.9981,325.11,1.1555,360.76,45279
64642,2,0.1371,155.085,-0.0112,upper,-0.3604,106.511,11.684,0.9807,324.73,1.1427,354.28,637659
64643,2,0.14516,155.085,0.0134,upper,-0.345,106.288,11.968,0.9664,324.66,1.1405,349.08,920465
64644,2,0.15323,155.085,0.023,upper,-0.3147,105.853,11.392,0.9522,324.54,1.1363,343.87,216370
64645,2,0.16129,155.085,0.0252,upper,-0.2547,104.99,12.32,0.9435,324.28,1.1279,340.6,453687
64646,2,0.16935,155.085,-0.0045,upper,-0.2744,105.273,10.264,0.9514,324.37,1.1306,343.5,877671
64647,2,0.17742,155.085,0.0084,upper,-0.2023,104.236,12.164,0.9251,324.06,1.1205,333.86,316607
64648,2,0.18548,155.085,-0.0016,upper,-0.1479,103.453,11.235,0.8932,323.83,1.1129,322.21,146494
64649,2,0.19355,155.085,0.0134,upper,-0.1679,103.74,9.743,0.9099,323.92,1.1157,328.3,625836
64650,2,0.20161,155.085,0.0276,upper,-0.1155,102.986,10.68,0.8876,323.7,1.1084,320.13,917035
64651,2,0.20968,155.085,0.0288,upper,-0.1176,103.016,8.837,0.8829,323.71,1.1087,318.46,782492
64652,2,0.21774,155.085,0.0221,upper,-0.1178,103.02,10.011,0.8924,323.71,1.1087,321.85,624074
64653,2,0.22581,155.085,-0.0215,upper,-0.0532,102.09,9.682,0.856,323.44,1.0996,308.63,769858
64654,2,0.23387,155.085,-0.0048,upper,-0.056,102.13,11.098,0.8597,323.45,1.1,309.95,147069
64655,2,0.24194,155.085,-0.0121,upper,-0.0204,101.618,8.242,0.8184,323.3,1.095,294.98,828426
64656,2,0.25,155.085,0.0075,upper,-0.0231,101.657,8.616,0.8256,323.31,1.0954,297.59,494523
64657,2,0.25806,155.085,-0.0273,upper,-0.0427,101.939,8.478,0.8475,323.39,1.0981,305.54,683428
64658,2,0.26613,155.085,0.0012,upper,-0.044,101.958,9.542,0.8471,323.4,1.0983,305.38,3359
64659,2,0.27419,155.085,-0.0145,upper,-0.0009,101.337,8.44,0.7816,323.22,1.0922,281.68,335574
64660,2,0.28226,155.085,-0.0282,upper,-0.0394,101.892,7.809,0.835,323.38,1.0977,301.02,763661
64661,2,0.29032,155.085,-0.0108,upper,-0.0812,102.493,7.986,0.8787,323.55,1.1035,316.87,47174
64662,2,0.29839,155.085,0.0019,upper,-0.0254,101.691,7.25,0.8243,323.32,1.0957,297.13,417491
64663,2,0.30645,155.085,0.0121,upper,-0.0235,101.663,8.272,0.8287,323.31,1.0954,298.72,731758
64664,2,0.31452,155.085,0.0122,upper,0.0013,101.306,7.746,0.7837,323.21,1.0919,282.44,713616
64665,2,0.32258,155.085,0.0482,upper,0.0034,101.276,7.732,0.7862,323.2,1.0916,283.34,973862
64666,2,0.33065,155.085,-0.0023,upper,-0.0039,101.381,7.214,0.7981,323.23,1.0927,287.63,762914
64667,2,0.33871,155.085,0.023,upper,-0.0006,101.334,7.559,0.7888,323.21,1.0922,284.3,622396
64668,2,0.34677,155.085,0.0308,upper,0.0272,100.933,7.772,0.7758,323.1,1.0883,279.55,15981
64669,2,0.35484,155.085,0.0045,upper,-0.0102,101.471,5.738,0.8103,323.25,1.0936,292.06,858665
64670,2,0.3629,155.085,0.0045,upper,-0.0307,101.767,6.424,0.8478,323.34,1.0965,305.62,593525
64671,2,0.37097,155.085,0.0071,upper,0.0035,101.275,6.641,0.7836,323.2,1.0916,282.4,849076
64672,2,0.37903,155.085,-0.0149,upper,0.0434,100.7,6.364,0.7781,323.03,1.086,280.35,489554
64673,2,0.3871,155.085,-0.0238,upper,-0.0019,101.352,5.307,0.7894,323.22,1.0924,284.52,637800
64674,2,0.39516,155.085,0.0235,upper,0.0456,100.67,6.419,0.7913,323.02,1.0857,285.11,743752
64675,2,0.40323,155.085,-0.0404,upper,-0.0029,101.366,6.11,0.7872,323.22,1.0925,283.73,97930
64676,2,0.41129,155.085,-0.0201,upper,0.0624,100.427,5.842,0.7866,322.95,1.0833,283.38,434704
64677,2,0.41935,155.085,-0.0138,upper,-0.0048,101.394,4.863,0.795,323.23,1.0928,286.51,311154
64678,2,0.42742,155.085,-0.0042,upper,0.0306,100.885,4.129,0.7729,323.08,1.0878,278.49,99778
64679,2,0.43548,155.085,-0.0062,upper,0.021,101.023,5.048,0.7693,323.12,1.0892,277.21,411496
64680,2,0.44355,155.085,0.013,upper,0.0545,100.541,5.015,0.7795,322.98,1.0844,280.83,29042
64681,2,0.45161,155.085,0.018,upper,0.0005,101.318,3.758,0.785,323.21,1.0921,282.93,943620
64682,2,0.45968,155.085,-0.0203,upper,0.0525,100.569,4.015,0.7735,322.99,1.0847,278.66,481769
64683,2,0.46774,155.085,-0.0204,upper,0.0272,100.934,4.305,0.7726,323.1,1.0883,278.38,582397
64684,2,0.47581,155.085,-0.0389,upper,0.0498,100.608,3.59,0.766,323.0,1.0851,275.97,545464
64685,2,0.48387,155.085,-0.0041,upper,0.016,101.094,5.622,0.7754,323.14,1.0899,279.43,819852
64686,2,0.49194,155.085,0.0191,upper,0.0325,100.858,3.727,0.7764,323.08,1.0875,279.76,121012
64687,2,0.5,155.085,0.0199,upper,0.0562,100.517,3.53,0.7738,322.98,1.0842,278.76,291275
64688,2,0.50806,155.085,0.0033,upper,0.0105,101.174,4.928,0.7817,323.17,1.0906,281.7,369715
64689,2,0.51613,155.085,-0.0094,upper,0.0232,100.992,3.827,0.7981,323.11,1.0889,287.6,731579
64690,2,0.52419,155.085,0.0352,upper,0.0407,100.739,5.501,0.7721,323.04,1.0864,278.19,461974
64691,2,0.53226,155.085,0.0083,upper,-0.0012,101.342,4.589,0.7955,323.22,1.0923,286.69,636561
64692,2,0.54032,155.085,0.0052,upper,0.0627,100.423,3.337,0.7829,322.95,1.0833,282.04,872279
64693,2,0.54839,155.085,-0.0161,upper,0.011,101.167,4.834,0.7771,323.17,1.0906,280.06,104408
64694,2,0.55645,155.085,0.0182,upper,0.0889,100.046,4.088,0.7779,322.84,1.0796,280.2,238269
64695,2,0.56452,155.085,-0.0317,upper,0.115,99.67,3.23,0.7658,322.73,1.0759,275.79,635476
64696,2,0.57258,155.085,-0.028,upper,0.1001,99.885,2.734,0.7815,322.79,1.078,281.48,320439
64697,2,0.58065,155.085,0.017,upper,0.1039,99.83,2.56,0.7923,322.77,1.0775,285.34,326100
64698,2,0.58871,155.085,0.0001,upper,0.208,98.332,2.767,0.785,322.34,1.0627,282.53,118460
64699,2,0.59677,155.085,0.022,upper,0.1871,98.633,3.68,0.7733,322.42,1.0657,278.35,209359
64700,2,0.60484,155.085,0.0144,upper,0.3237,96.668,2.982,0.7818,321.85,1.0463,281.18,910662
64701,2,0.6129,155.085,-0.0283,upper,0.4289,95.154,2.548,0.7815,321.41,1.0314,280.88,413021
64702,2,0.62097,155.085,0.0271,upper,0.4374,95.032,4.168,0.7735,321.37,1.0302,277.98,544007
64703,2,0.62903,155.085,0.0118,upper,0.5466,93.46,3.847,0.7759,320.91,1.0146,278.66,599617
64704,2,0.6371,155.085,0.0218,upper,0.6053,92.616,2.831,0.7845,320.67,1.0062,281.61,696542
64705,2,0.64516,155.085,0.0041,upper,0.7176,90.999,2.85,0.7747,320.19,0.9901,277.88,561804
64706,2,0.65323,155.085,0.0199,upper,0.7242,90.905,2.79,0.7827,320.17,0.9891,280.76,646226
64707,2,0.66129,155.085,0.038,upper,0.7684,90.269,1.919,0.7767,319.98,0.9828,278.51,985754
64708,2,0.66935,155.085,0.0421,upper,0.8575,88.987,2.493,0.7883,319.6,0.97,282.53,926165
64709,2,0.67742,155.085,-0.0166,upper,0.8555,89.017,2.831,0.7837,319.61,0.9703,280.88,549951
64710,2,0.68548,155.085,0.0176,upper,0.8792,88.675,3.426,0.7793,319.51,0.9668,279.24,316933
64711,2,0.69355,155.085,0.0342,upper,0.8542,89.034,3.491,0.788,319.62,0.9704,282.4,320907
64712,2,0.70161,155.085,0.0114,upper,0.8817,88.639,1.648,0.7809,319.5,0.9665,279.8,453629
64713,2,0.70968,155.085,0.0212,upper,0.875,88.736,2.428,0.7854,319.53,0.9675,281.43,434182
64714,2,0.71774,155.085,-0.0225,upper,0.8471,89.137,1.815,0.7799,319.65,0.9715,279.52,768883
64715,2,0.72581,155.085,0.0036,upper,0.9052,88.301,2.407,0.7729,319.4,0.9631,276.9,256207
64716,2,0.73387,155.085,0.0179,upper,0.9203,88.083,1.792,0.7848,319.34,0.9609,281.16,962651
64717,2,0.74194,155.085,-0.0362,upper,0.9499,87.657,2.738,0.7904,319.22,0.9566,283.11,969715
64718,2,0.75,155.085,0.0352,upper,0.8381,89.267,2.392,0.7778,319.69,0.9728,278.78,523669
64719,2,0.75806,155.085,0.0034,upper,0.9346,87.877,1.859,0.7883,319.28,0.9588,282.38,714117
64720,2,0.76613,155.085,-0.0019,upper,0.9435,87.75,1.003,0.771,319.24,0.9576,276.16,312182
64721,2,0.77419,155.085,0.01,upper,0.9059,88.291,3.169,0.7833,319.4,0.963,280.64,881969
64722,2,0.78226,155.085,0.0112,upper,0.8784,88.686,2.07,0.7843,319.52,0.967,281.03,136329
64723,2,0.79032,155.085,0.009,upper,0.9132,88.185,2.259,0.7775,319.37,0.9619,278.55,880124
64724,2,0.79839,155.085,0.0119,upper,0.9091,88.244,0.946,0.7813,319.39,0.9625,279.9,191409
64725,2,0.80645,155.085,-0.0259,upper,0.8372,89.279,2.44,0.7844,319.69,0.9729,281.16,640669
64726,2,0.81452,155.085,-0.0166,upper,0.9589,87.528,1.795,0.7807,319.18,0.9553,279.61,503580
64727,2,0.82258,155.085,-0.015,upper,0.8712,88.789,0.64,0.771,319.55,0.968,276.3,174776
64728,2,0.83065,155.085,0.0094,upper,0.9391,87.814,2.056,0.7865,319.26,0.9582,281.71,601187
64729,2,0.83871,155.085,-0.0224,upper,0.8989,88.392,0.885,0.7791,319.43,0.964,279.14,159729
64730,2,0.84677,155.085,-0.0069,upper,0.9353,87.868,0.475,0.7883,319.28,0.9588,282.37,365582
64731,2,0.85484,155.085,-0.0045,upper,0.9143,88.17,2.724,0.7796,319.37,0.9618,279.31,808758
64732,2,0.8629,155.085,0.0025,upper,0.9537,87.602,0.987,0.7898,319.2,0.9561,282.86,56214
64733,2,0.87097,155.085,-0.0035,upper,0.9368,87.846,0.154,0.7779,319.27,0.9585,278.64,361515
64734,2,0.87903,155.085,-0.0149,upper,0.8906,88.512,1.981,0.7898,319.47,0.9652,282.98,774490
64735,2,0.8871,155.085,0.0097,upper,0.9477,87.69,2.563,0.7783,319.22,0.957,278.75,766893
64736,2,0.89516,155.085,-0.0018,upper,0.9362,87.855,1.475,0.7732,319.27,0.9586,276.95,738850
64737,2,0.90323,155.085,-0.0195,upper,0.9726,87.331,3.24,0.78,319.12,0.9534,279.32,824121
64738,2,0.91129,155.085,0.0063,upper,0.9967,86.985,1.24,0.779,319.02,0.9499,278.92,611574
64739,2,0.91935,155.085,0.0217,upper,0.9272,87.984,0.588,0.7834,319.31,0.9599,280.62,604764
64740,2,0.92742,155.085,-0.0095,upper,0.9484,87.68,1.291,0.7873,319.22,0.9569,281.98,110189
64741,2,0.93548,155.085,-0.0397,upper,0.9416,87.777,2.401,0.7802,319.25,0.9578,279.46,619210
64742,2,0.94355,155.085,0.0122,upper,0.9195,88.096,2.047,0.7863,319.34,0.961,281.68,336249
64743,2,0.95161,155.085,-0.0081,upper,0.9529,87.615,1.161,0.773,319.2,0.9562,276.86,205096
64744,2,0.95968,155.085,0.0053,upper,0.9862,87.136,1.712,0.7817,319.06,0.9514,279.9,310156
64745,2,0.96774,155.085,-0.0101,upper,0.9194,88.097,1.779,0.7818,319.34,0.961,280.07,640004
64746,2,0.97581,155.085,-0.0051,upper,0.961,87.498,1.683,0.7788,319.17,0.955,278.94,315997
64747,2,0.98387,155.085,0.0135,upper,0.8943,88.458,1.895,0.7887,319.45,0.9647,282.58,212110
64748,2,0.99194,155.085,0.019,upper,0.9425,87.764,0.988,0.782,319.25,0.9577,280.1,323180
64749,2,1.0,155.085,-0.0093,upper,0.9588,87.529,1.147,0.7843,319.18,0.9553,280.91,424178
64750,2,0.0,175.763,0.0084,upper,-3.0653,145.429,18.853,1.3384,336.11,1.5073,491.89,150195
64751,2,0.00806,175.763,-0.0101,upper,-2.7388,140.731,17.663,1.3132,334.74,1.4646,481.63,193047
64752,2,0.01613,175.763,0.0061,upper,-2.4635,136.77,17.477,1.2848,333.58,1.4284,470.4,616809
64753,2,0.02419,175.763,-0.0063,upper,-2.1691,132.534,16.885,1.2492,332.34,1.3893,456.53,316885
64754,2,0.03226,175.763,-0.0345,upper,-1.8903,128.522,16.757,1.2244,331.17,1.352,446.66,877216
64755,2,0.04032,175.763,0.0154,upper,-1.6625,125.246,15.493,1.1817,330.21,1.3214,430.48,505056
64756,2,0.04839,175.763,0.0035,upper,-1.5092,123.04,14.577,1.1621,329.56,1.3006,422.91,842887
64757,2,0.05645,175.763,0.0149,upper,-1.3484,120.725,15.1,1.1548,328.89,1.2788,419.82,288808
64758,2,0.06452,175.763,-0.0167,upper,-1.2218,118.905,14.398,1.1344,328.35,1.2615,412.06,82186
64759,2,0.07258,175.763,-0.0298,upper,-1.0459,116.373,13.494,1.1001,327.61,1.2375,399.17,96183
64760,2,0.08065,175.763,0.0202,upper,-0.9287,114.687,15.408,1.0916,327.12,1.2214,395.78,757056
64761,2,0.08871,175.763,-0.0143,upper,-0.8304,113.272,13.87,1.0697,326.71,1.2078,387.59,774809
64762,2,0.09677,175.763,0.0016,upper,-0.7025,111.433,13.473,1.0476,326.17,1.1902,379.28,557886
64763,2,0.10484,175.763,-0.0017,upper,-0.6502,110.68,15.566,1.0319,325.95,1.1829,373.49,958111
64764,2,0.1129,175.763,-0.0212,upper,-0.5675,109.491,12.548,1.0103,325.6,1.1715,365.46,569179
64765,2,0.12097,175.763,0.0103,upper,-0.5275,108.915,11.663,1.0079,325.43,1.1659,364.48,727868
64766,2,0.12903,175.763,0.0093,upper,-0.4726,108.125,12.265,0.9937,325.2,1.1583,359.25,95301
64767,2,0.1371,175.763,-0.0037,upper,-0.3882,106.911,13.183,0.973,324.85,1.1465,351.54,867384
64768,2,0.14516,175.763,0.0362,upper,-0.3216,105.952,13.435,0.9617,324.57,1.1372,347.34,341265
64769,2,0.15323,175.763,0.0025,upper,-0.3028,105.682,11.152,0.9402,324.49,1.1346,339.5,634930
64770,2,0.16129,175.763,-0.0251,upper,-0.3052,105.716,11.565,0.957,324.5,1.1349,345.6,532829
64771,2,0.16935,175.763,-0.0219,upper,-0.1897,104.055,11.0,0.9178,324.01,1.1188,331.17,964828
64772,2,0.17742,175.763,0.0039,upper,-0.211,104.36,11.386,0.9172,324.1,1.1218,331.01,622864
64773,2,0.18548,175.763,0.0128,upper,-0.2087,104.327,11.497,0.9292,324.09,1.1214,335.34,646746
64774,2,0.19355,175.763,-0.0079,upper,-0.2261,104.578,10.017,0.9233,324.16,1.1239,333.24,88514
64775,2,0.20161,175.763,0.0096,upper,-0.1729,103.813,10.255,0.9251,323.94,1.1164,333.79,260660
64776,2,0.20968,175.763,0.0157,upper,-0.1434,103.388,9.615,0.9049,323.82,1.1123,326.44,945155
64777,2,0.21774,175.763,-0.0215,upper,-0.0871,102.578,10.566,0.8846,323.58,1.1044,318.99,831889
64778,2,0.22581,175.763,-0.022,upper,-0.1419,103.367,9.138,0.8947,323.81,1.1121,322.74,63511
64779,2,0.23387,175.763,0.0058,upper,-0.0571,102.147,8.911,0.8529,323.45,1.1002,307.49,428150
64780,2,0.24194,175.763,-0.0274,upper,-0.0696,102.326,7.929,0.8599,323.5,1.1019,310.03,530014
64781,2,0.25,175.763,-0.015,upper,-0.0385,101.879,8.965,0.8408,323.37,1.0975,303.09,811088
64782,2,0.25806,175.763,-0.0234,upper,-0.0765,102.425,8.868,0.874,323.53,1.1029,315.14,698167
64783,2,0.26613,175.763,0.0131,upper,-0.0493,102.034,9.336,0.8513,323.42,1.0991,306.92,612430
64784,2,0.27419,175.763,0.028,upper,-0.0116,101.492,8.099,0.8164,323.26,1.0938,294.24,898246
64785,2,0.28226,175.763,0.0143,upper,0.0,101.324,8.534,0.7796,323.21,1.0921,280.96,513568
64786,2,0.29032,175.763,-0.0353,upper,-0.0256,101.693,9.028,0.8311,323.32,1.0957,299.58,548769
64787,2,0.29839,175.763,-0.0077,upper,0.0145,101.116,7.821,0.7744,323.15,1.0901,279.05,68414
64788,2,0.30645,175.763,-0.0041,upper,0.0007,101.315,6.799,0.7894,323.21,1.092,284.51,823798
64789,2,0.31452,175.763,-0.0035,upper,0.0434,100.7,6.989,0.7772,323.03,1.086,280.01,319450
64790,2,0.32258,175.763,0.0214,upper,0.0254,100.96,7.951,0.7779,323.11,1.0885,280.31,898062
64791,2,0.33065,175.763,0.0238,upper,0.0077,101.214,6.989,0.7899,323.18,1.091,284.68,356004
