seq,session,level,module,msg_code,iter,elapsed_raw,resid_cont,resid_mom,resid_energy,cells_k,mem_mb,cpu_pct,gpu_util,node_id,rank,thread,queue_depth,retry,flag,checksum,note,free_text
20487,sess-C,WARN,post,4729,3334,0.458,0.0013301056127550655,0.0010624361947672578,0.00021324671755846645,1688,8652,21.5,77.1,1,191,22,23,3,0,d39aa6a1,ok,step 20487 conv
20488,sess-A,INFO,alloc,8106,72,2.288,0.00031994034788179526,0.0006951157235237807,8.271380140477443e-05,3199,7215,32.3,57.8,8,129,46,23,1,0,41861d64,retry,step 20488 conv
20489,sess-A,DEBUG,mesh,5713,2358,10.46,0.0007521214189854302,0.0013662913678010528,0.00024122230345108352,3076,15955,83.4,46.3,14,168,54,17,0,0,c628d687,retry,step 20489 conv
20490,sess-C,INFO,io,1496,2185,26.447,0.0008161371346277852,0.004091754694799412,0.00012214576010492515,1155,23903,49.0,8.9,24,19,59,54,0,0,22b12a01,ok,step 20490 hold
20491,sess-B,INFO,bc,8138,4525,16.679,1.0548750263976091e-05,0.0009161540795733483,0.0003016086377229063,2840,5878,60.4,77.1,28,31,1,52,1,0,f6f81b37,ok,step 20491 hold
20492,sess-C,ERROR,chem,2032,2658,7.77,0.0005585502255759818,2.4199389403203364e-05,0.00020422576676864718,3094,8663,17.8,49.7,39,91,24,51,0,0,4dcd1999,ok,step 20492 hold
20493,sess-A,INFO,bc,3723,4360,8.45,0.0015676006030366212,0.001731228607839207,4.307143237404495e-05,3266,26790,32.8,65.0,8,214,60,5,0,1,bf886f53,ok,step 20493 flux
20494,sess-D,INFO,mesh,3761,2576,9.702,0.002501398481589553,0.0016233574091813622,0.0004493223080681179,818,16700,57.2,68.8,38,24,14,11,3,0,2f51bf15,skip,step 20494 flux
20495,sess-D,INFO,solver,6365,493,37.494,0.0003186608336726374,0.00018837486518612077,9.202491641703812e-05,2409,27697,28.7,77.3,2,205,45,21,3,0,38f31caf,skip,step 20495 hold
20496,sess-C,TRACE,mesh,2356,3357,2.463,0.00045848910156960426,0.0007791639353449681,0.00024847916364647947,2432,10514,14.7,49.1,11,163,41,5,3,1,72842fdb,ok,step 20496 div
20497,sess-D,INFO,io,9207,2907,11.416,0.0006512815922693218,0.0004518313541123261,5.117240998694609e-05,1820,21613,19.5,68.9,1,186,11,51,2,0,fbfd1316,skip,step 20497 div
20498,sess-C,INFO,chem,5207,4188,1.092,0.0012551000955387268,8.173354884185605e-05,1.1490541791320138e-05,1232,18529,78.9,44.0,35,11,20,17,1,0,fd332d5c,stall,step 20498 conv
20499,sess-D,INFO,alloc,7457,3758,3.243,0.0010154458732740627,0.0019693000499817325,7.157545567310756e-05,3316,17034,79.3,15.8,3,173,58,30,1,1,aaa2c052,clamp,step 20499 conv
20500,sess-D,DEBUG,post,8194,4341,31.947,0.00015741909612980898,0.0033036365184812306,0.0001828990051693758,1415,12500,54.0,43.1,29,151,28,42,0,1,9a558e31,retry,step 20500 hold
20501,sess-A,WARN,turb,3619,1469,11.197,0.0011385789164974434,0.0026994488028361163,0.00015546686275893262,3071,4543,73.6,29.6,11,2,21,26,0,1,7f8b0c88,skip,step 20501 div
20502,sess-B,ERROR,solver,2120,2428,7.682,0.0031498857580135524,0.000291913795217254,1.8646016765370285e-05,2586,10792,85.9,39.3,18,139,62,44,3,1,1f5b95d9,clamp,step 20502 conv
20503,sess-A,INFO,chem,5782,4506,1.503,0.00015738185910322183,0.003811379100704233,8.648624352840798e-05,2964,2897,51.4,37.2,8,96,27,47,1,0,748953ef,skip,step 20503 div
20504,sess-D,TRACE,bc,4408,4362,0.541,0.0009039082305553658,0.0004036877023148878,4.196636561089642e-05,3813,15237,41.4,59.6,19,130,56,4,0,0,8c9f5b17,stall,step 20504 conv
20505,sess-A,INFO,post,4518,1910,32.155,0.0019024341674647495,0.0011345190033505077,0.0002761732426353395,1983,7510,41.5,31.5,44,17,39,59,3,0,2024e56c,skip,step 20505 hold
20506,sess-B,WARN,solver,1094,1191,6.599,0.00019346010398086716,0.0004490636876142101,4.345770420902614e-05,1056,32439,30.4,66.7,27,141,3,20,1,0,d47e277f,,step 20506 hold
20507,sess-D,ERROR,bc,9186,207,15.377,0.0012446337928458111,0.0033947921462132995,6.219939989568888e-06,4021,7924,85.0,22.8,4,3,58,39,3,0,c5aa0860,,step 20507 conv
20508,sess-B,DEBUG,solver,9191,649,15.691,0.00056992920859205,9.126976353506378e-05,3.720207887617712e-05,1238,11423,75.9,43.9,38,152,26,6,1,0,5e7a93e3,stall,step 20508 conv
20509,sess-C,INFO,solver,4702,4719,1.426,0.00025492770224127675,0.002207151115107201,1.973654204306437e-05,1760,16209,62.1,15.6,5,174,34,35,3,1,fc12869c,,step 20509 hold
20510,sess-C,WARN,chem,8961,500,13.109,0.0020202859964071856,0.0007369539214901138,6.389137365751143e-05,810,26854,45.9,54.4,10,145,35,63,1,0,94c43f7b,ok,step 20510 hold
20511,sess-A,DEBUG,solver,6528,355,9.338,0.00025323450876216366,0.00022049558295701702,3.0326186819768227e-05,965,25014,69.5,53.8,6,157,58,18,3,1,c7e7b237,stall,step 20511 conv
20512,sess-B,WARN,solver,9391,2377,32.926,0.0022356288552691037,0.0005506136974843551,0.0002593979772790059,2752,26314,84.8,78.2,26,74,48,21,1,0,be7f060c,,step 20512 conv
20513,sess-D,INFO,solver,3320,4776,30.984,0.001140789229886401,0.00019317108849257285,0.00022264385072500985,919,2337,71.2,93.1,3,204,41,43,2,0,3978b04f,skip,step 20513 hold
20514,sess-A,DEBUG,mesh,8867,2644,3.623,0.0007247110262028583,0.0005775178631381752,0.00013220231791570333,3073,25650,80.8,5.9,47,26,4,16,0,0,beed17e8,skip,step 20514 conv
20515,sess-D,INFO,post,5943,2498,3.437,0.0004258876688967122,0.0009716674476364903,5.918050133762546e-05,3733,25158,55.8,66.5,16,102,19,6,0,0,d1e83d1a,stall,step 20515 div
20516,sess-B,INFO,solver,8581,2301,2.71,0.00032553779263807983,0.00011049561310446877,8.180544835656499e-05,3337,22279,29.9,13.0,42,32,63,46,1,1,befaa219,retry,step 20516 conv
20517,sess-D,TRACE,chem,3551,4867,33.255,0.0001656031805317013,0.00044377575460871074,3.482097017088385e-05,1378,21595,19.4,91.8,28,116,18,30,0,0,fdcd159a,stall,step 20517 flux
20518,sess-D,DEBUG,chem,3123,2499,6.069,0.0024761636115693472,0.0013350718285216406,7.53722733605716e-05,2418,22543,72.7,65.7,47,92,48,26,0,1,84a82abc,,step 20518 hold
20519,sess-C,INFO,alloc,4060,1049,1.582,0.001631274705727952,0.0006727582871532173,0.0003678139495558356,2691,26434,20.3,86.7,32,71,41,8,2,0,b349899b,skip,step 20519 hold
20520,sess-B,INFO,post,3509,2056,6.199,0.0005003045450493292,0.0012716414282784312,1.1566910168760237e-05,3019,28118,73.9,29.4,16,43,26,63,1,1,ca447db5,retry,step 20520 flux
20521,sess-A,DEBUG,solver,6543,1005,3.464,0.0014739591745004798,5.1943930477123005e-05,0.00016772392553109577,3144,20929,27.4,42.0,46,186,29,58,0,0,1bc98460,ok,step 20521 conv
20522,sess-D,WARN,solver,1323,2358,5.965,0.0001429685489104819,0.001350207336257694,0.00015953491058464552,1442,20170,18.1,93.8,7,4,17,21,1,1,ce732a83,ok,step 20522 flux
20523,sess-C,WARN,turb,2148,884,61.492,0.0028779442798390425,0.0012930805724150507,8.324196261854916e-06,3703,20754,37.4,69.7,4,188,7,16,3,1,a18458b7,ok,step 20523 hold
20524,sess-D,INFO,io,4453,1445,7.042,4.5157755758590815e-05,0.0017461911638658565,2.2373266514485845e-05,2992,6542,91.6,35.0,15,57,60,43,1,0,6515307a,retry,step 20524 div
20525,sess-A,INFO,post,9060,4552,2.395,0.00030848391722924153,0.0018962551737432105,0.0003842370713200681,3398,12325,87.9,88.4,26,17,54,45,3,1,c6fb2456,stall,step 20525 flux
20526,sess-A,INFO,alloc,9187,2740,11.291,0.0008072606756237224,0.0007873608029392564,3.0317402149948335e-06,955,30170,17.9,31.7,39,38,57,12,0,0,5278ecc6,skip,step 20526 conv
20527,sess-C,INFO,alloc,6987,1120,7.177,0.00020810018742000098,0.0006238307936346007,7.5588471143593656e-06,3299,19142,78.6,19.7,34,155,38,10,1,0,7510f6fe,skip,step 20527 div
20528,sess-B,INFO,mesh,4526,3545,4.699,0.0004919628852561099,0.004952380922191369,1.943921442614619e-05,1233,4094,34.4,41.0,13,131,9,4,3,1,da6148dc,retry,step 20528 div
20529,sess-A,INFO,io,1356,2769,14.714,0.00019249179723843666,0.0013141570562313534,9.23593729705519e-05,3011,4763,89.3,50.2,2,174,43,2,1,0,5d51834c,ok,step 20529 flux
20530,sess-A,DEBUG,solver,5465,171,5.859,0.0015938091355139497,0.001978589008857415,5.471519196194807e-05,1391,10116,43.9,14.9,24,19,9,43,3,1,5e764537,skip,step 20530 div
20531,sess-D,WARN,chem,4085,680,11.927,4.315716067947729e-05,0.0002473488960767507,1.0738916818765091e-05,3516,1144,64.5,43.1,17,107,50,29,1,0,29686af7,clamp,step 20531 hold
20532,sess-B,INFO,mesh,1589,3785,40.533,0.0001749443452143559,0.00032653835216846347,2.957095790567705e-05,2071,16821,97.0,48.5,38,228,59,63,1,0,28aaa4ef,clamp,step 20532 hold
20533,sess-B,ERROR,turb,4978,4719,11.839,0.0028693775182937332,0.0009977562439813595,4.209867669550704e-05,1123,30202,50.6,40.7,14,115,49,39,0,0,317ce743,clamp,step 20533 div
20534,sess-D,TRACE,io,1245,203,11.822,0.00037593758493402024,0.00013616368541193033,4.1456169168010225e-05,2340,19652,60.7,4.4,35,61,43,45,2,0,16f93e08,,step 20534 hold
20535,sess-D,DEBUG,chem,3129,541,10.68,0.0006763475683908643,0.00023946651111777874,0.00011149428461032298,1837,30111,82.2,60.7,39,45,15,47,1,1,77f3d1fa,ok,step 20535 conv
20536,sess-D,INFO,bc,5532,3432,0.023,0.0017028378795814118,0.0006714353877501578,0.00039891047810904285,2834,31440,34.7,33.8,47,39,36,30,2,0,f30bf302,clamp,step 20536 flux
20537,sess-B,WARN,io,8205,2420,13.619,0.0010477201231660995,0.000192140298192556,0.000173016370692904,2854,27117,45.4,63.7,8,158,46,39,1,0,55a49e17,,step 20537 hold
20538,sess-A,INFO,solver,6576,777,6.388,0.004037222243555851,0.0013199482456637164,9.832116391960482e-06,3047,26249,75.1,24.5,37,213,26,5,2,1,48f312d1,ok,step 20538 flux
20539,sess-A,WARN,solver,3244,846,13.45,0.0012350462288346724,4.55933385598982e-05,0.00015772966967081428,1492,4616,77.3,63.3,5,47,55,12,3,0,4060ae16,ok,step 20539 div
20540,sess-C,DEBUG,alloc,7325,2709,5.988,0.00044449625207760766,0.0004548769923202631,7.848237328062901e-05,893,28697,88.4,52.0,13,125,61,10,3,0,cf51e190,stall,step 20540 flux
20541,sess-D,INFO,post,3199,3947,6.208,0.0010808036165017036,0.0001225706239752955,5.36619159906001e-06,3094,25184,57.6,65.4,22,139,57,16,2,0,1f536915,retry,step 20541 flux
20542,sess-C,INFO,chem,7465,659,1.886,0.00019056922442357702,0.0017517961891893323,2.245598236193552e-05,3244,18186,27.4,21.9,37,242,18,49,0,0,fc01dad5,skip,step 20542 hold
20543,sess-D,INFO,bc,4149,3559,2.711,3.612421124666031e-05,0.000231265851662768,4.21340058220627e-06,3356,23231,14.6,68.6,31,210,32,38,3,1,847ff35f,retry,step 20543 hold
20544,sess-C,DEBUG,turb,5558,2650,1.949,0.0007770608948453194,5.66526726106079e-05,2.9763604048702197e-05,3908,2288,56.3,47.1,26,125,55,52,0,1,3e24f91f,stall,step 20544 div
20545,sess-B,INFO,bc,9015,4032,3.551,0.002055693709888109,0.0008680921793498715,3.8596356650481156e-05,2397,2570,81.7,16.5,6,40,28,17,0,0,65ce5d87,stall,step 20545 flux
20546,sess-B,WARN,chem,9049,2482,2.836,0.00011161383721344834,0.002721114289043135,3.5333303507394885e-05,3229,14408,73.3,65.9,13,110,39,2,3,0,7a75f171,retry,step 20546 conv
20547,sess-C,DEBUG,post,1653,262,3.606,0.0036051424048520273,0.0011575562303578078,0.00011165324556517493,1382,24748,41.1,85.6,19,118,38,51,1,1,868bb3b5,ok,step 20547 flux
20548,sess-B,INFO,turb,4478,736,6.143,0.0010118927173363712,3.161741512015746e-05,0.00013449781083549773,4162,16885,78.6,69.6,41,15,27,1,0,1,e590456f,,step 20548 flux
20549,sess-A,DEBUG,post,7368,1973,11.366,8.944225443259979e-05,0.0025884026705507578,9.694460835169023e-05,3735,1646,87.6,93.8,36,138,56,19,2,0,3ac19c0c,ok,step 20549 div
20550,sess-C,INFO,chem,7827,3542,2.99,0.0006192792813492506,0.000708390647086555,2.080323907025859e-05,3084,18566,26.3,83.7,38,64,39,52,2,0,2013be22,skip,step 20550 conv
20551,sess-A,INFO,bc,7826,3033,2.161,0.0019226466048646795,0.00032575559532022335,0.0001085074291104733,1139,26980,84.2,30.1,10,248,49,26,0,1,0a5533f5,retry,step 20551 conv
20552,sess-B,INFO,bc,1984,1060,5.816,0.0011936923200254537,0.0028043769306607797,0.0002482265168378938,3680,26943,88.3,78.4,36,1,31,58,2,1,66be5805,clamp,step 20552 div
20553,sess-C,INFO,io,6136,269,42.319,0.0009355956287615921,0.0007247086842747881,2.4188768585789003e-05,3738,15049,78.4,95.3,5,201,13,27,1,0,1f7ac493,,step 20553 div
20554,sess-D,INFO,mesh,1151,560,1.849,0.0005590400950493637,0.003041543928186178,1.2517354262106689e-05,1857,20886,94.4,44.4,12,10,55,56,0,0,2735d893,clamp,step 20554 conv
20555,sess-D,DEBUG,turb,6470,316,0.326,0.002288900094048183,7.208450666622163e-05,0.00014738369677330744,2855,1156,70.1,94.2,23,209,41,19,2,0,705ac5eb,ok,step 20555 flux
20556,sess-A,INFO,alloc,6495,2757,9.29,4.2867252179480336e-05,0.0008145518464020748,4.190935641950803e-05,2247,2640,16.3,91.4,46,191,36,3,0,0,039f5528,clamp,step 20556 conv
20557,sess-A,WARN,chem,6290,3412,2.174,0.0002803289436638903,0.0004961465363182843,2.691373206490271e-06,2934,7826,34.8,66.9,24,197,55,49,1,1,ec453ad6,clamp,step 20557 conv
20558,sess-A,ERROR,alloc,5540,1827,27.507,0.001763008895026095,0.00035182819681845833,2.9823738637657246e-05,3859,23536,64.4,60.3,46,94,49,33,0,0,cb57a25c,skip,step 20558 flux
20559,sess-A,ERROR,mesh,4908,1524,9.403,8.787387155564772e-05,5.2334434353150016e-05,0.00011475313032770336,3238,16270,31.6,53.0,11,107,23,59,3,0,60c2dce6,clamp,step 20559 flux
20560,sess-C,WARN,post,4162,897,14.079,0.00031498151542867623,0.001459193407268173,0.00017181692166849476,2385,4428,37.3,86.3,39,136,3,22,0,1,84236bdb,clamp,step 20560 flux
20561,sess-B,INFO,chem,7621,3039,2.992,0.003083861000811334,0.003921314804589916,0.00025688183917350795,3881,3653,23.9,21.9,5,214,5,13,2,1,f5471bf3,clamp,step 20561 hold
20562,sess-A,INFO,solver,7939,4840,30.335,0.00013797175449915862,0.001033402636239178,7.164743534357158e-05,2209,25741,43.4,12.4,11,83,11,49,2,0,ed6b2984,retry,step 20562 conv
20563,sess-D,INFO,chem,9163,4960,29.331,0.00012529744709661571,0.002346408466863838,2.386047383149008e-06,1246,18415,13.1,32.3,16,54,62,17,2,0,bb5d9481,stall,step 20563 conv
20564,sess-D,INFO,post,2368,3585,8.453,0.000912818034885014,0.003558752502899855,0.00016002568056275613,2032,12064,29.9,62.0,42,130,38,44,1,1,f17e7545,clamp,step 20564 div
20565,sess-B,INFO,solver,1941,3144,2.16,0.00033398706669673586,0.00178714056199645,6.501947734723689e-05,4147,8016,43.3,94.0,30,192,6,48,3,1,231cfdfb,,step 20565 div
20566,sess-A,DEBUG,io,4329,15,9.338,0.0038160073884069253,7.063880990458053e-05,6.486937674641006e-05,1127,20969,52.1,95.8,42,57,52,60,3,0,c78ee68e,ok,step 20566 hold
20567,sess-D,INFO,alloc,5792,2549,16.239,0.0001273250807351387,0.0013332219355656533,5.576533616221918e-05,3674,20895,29.8,68.1,11,115,24,36,0,1,5352e1b9,clamp,step 20567 flux
20568,sess-D,WARN,io,2968,4826,7.04,0.0012320308846718695,0.0016179533691256843,0.00010814226186702274,1740,4093,84.5,53.7,11,60,58,37,1,0,1224ec89,retry,step 20568 hold
20569,sess-C,INFO,io,4109,645,6.831,3.2213721219452974e-06,0.0013372616934096003,0.00014073481966699226,3563,6874,81.3,62.6,20,165,33,10,2,0,fac6cc54,skip,step 20569 hold
20570,sess-D,INFO,turb,2457,2193,5.75,0.00021037305091682737,0.00036406447609397847,1.6024761220393876e-05,1052,23204,28.5,52.7,28,98,35,3,1,1,4c796e5c,retry,step 20570 flux
20571,sess-A,INFO,mesh,3357,2720,5.819,0.0010191622394326633,0.0008397787070136948,0.0002916012556087011,4180,14540,27.6,14.7,23,26,49,33,0,0,bb233483,skip,step 20571 hold
20572,sess-D,INFO,chem,8542,2213,4.219,0.0001924467284266636,0.0028607377400250962,1.8780649967261964e-05,2703,25002,98.3,13.3,26,171,17,45,1,1,dbad8dce,stall,step 20572 conv
20573,sess-A,INFO,solver,4250,767,20.086,0.0009041448827837225,0.00027219184874519654,0.00022844668885162728,1538,17571,14.6,90.8,42,84,32,57,0,1,fae84d29,skip,step 20573 div
20574,sess-A,INFO,chem,8082,1757,3.604,0.0012724081085738184,0.0018971170619072357,0.00010612690319218714,817,24968,67.7,49.7,35,189,4,45,1,1,0bc810ee,ok,step 20574 hold
20575,sess-D,DEBUG,mesh,4697,940,31.568,0.00010195716488261933,0.00011338230277824314,0.00017906932843057195,957,23533,84.6,24.6,41,101,3,9,3,0,446ae44a,clamp,step 20575 hold
20576,sess-C,INFO,alloc,1039,4370,24.382,0.0006115707809335764,0.00040376127576169005,5.6480308905241685e-05,1526,26182,57.4,75.4,38,126,37,43,1,0,0b0e78ba,skip,step 20576 flux
20577,sess-D,ERROR,mesh,2034,3954,0.138,0.0013957457147913347,0.0006017046049145674,1.3446317629526789e-05,1947,16469,67.2,92.7,37,127,55,45,2,1,f410744b,stall,step 20577 div
20578,sess-C,WARN,turb,3129,308,0.141,6.619112584861469e-06,3.314684729734533e-05,2.9039076907021253e-05,2650,24428,71.5,48.9,32,63,36,8,0,0,cc079e2b,skip,step 20578 conv
20579,sess-A,WARN,io,2536,237,9.678,0.0015371812492245235,0.000759010245473155,1.60742925140303e-05,3431,24913,39.7,19.9,19,154,37,41,3,0,968786ff,skip,step 20579 hold
20580,sess-D,INFO,turb,7881,839,10.323,0.0007130082105119901,0.0010928388489416954,6.230863723577898e-05,2403,11029,64.8,82.1,39,163,57,53,1,0,16e24231,clamp,step 20580 flux
20581,sess-B,DEBUG,turb,3816,232,7.303,0.0003118060700462697,0.0005052921542072025,6.433546005884046e-05,3832,10704,19.7,24.8,8,37,54,15,2,0,6968d91c,stall,step 20581 hold
20582,sess-B,INFO,turb,4035,2952,35.217,0.00314432680799346,0.0011654198796298807,6.713238862635394e-06,3032,21559,83.0,78.3,14,4,10,52,3,0,cccb6889,stall,step 20582 flux
20583,sess-B,WARN,mesh,6316,435,1.017,9.079457057974954e-05,6.461486916885214e-05,7.821052669596662e-06,1219,9932,42.8,8.4,14,184,5,42,1,1,abc2c7fa,retry,step 20583 flux
20584,sess-A,INFO,bc,3692,4794,11.446,0.0016678372551453637,8.864812169642268e-05,9.017977087804883e-06,3921,5438,98.2,44.1,12,125,14,2,1,1,426c4a80,ok,step 20584 conv
20585,sess-A,INFO,bc,7329,964,0.567,0.0027459480214898488,0.0016697456365415946,5.747862087342155e-05,1946,13471,37.6,88.4,35,238,33,1,2,0,b45174cf,,step 20585 hold
20586,sess-C,INFO,solver,3664,724,1.919,6.103091295986633e-05,0.0016029193239601072,0.0005097341409192915,824,8644,28.3,20.8,29,15,56,32,0,0,d0e12898,,step 20586 flux
20587,sess-C,ERROR,post,4906,4135,2.371,0.0015929362283254762,0.002547423352161431,1.3518073962164592e-05,2841,3310,85.7,74.6,13,251,3,0,0,0,d166f813,ok,step 20587 flux
20588,sess-C,INFO,io,6583,2535,2.246,0.0004044057389648709,0.0005147036251422423,0.00023980682180350035,2208,22119,90.0,10.5,19,88,30,45,3,0,65607e51,clamp,step 20588 conv
20589,sess-D,INFO,post,3761,3269,3.127,0.002454110452174765,0.00024028863316489087,1.6357264605477206e-06,886,22334,22.9,71.9,24,198,32,26,0,1,d88d7023,clamp,step 20589 flux
20590,sess-A,INFO,bc,8374,518,1.419,0.0006988381717280978,0.0013018236682348975,0.00012320224974600775,1715,28422,92.5,74.7,16,237,23,23,2,1,0239d3fb,retry,step 20590 hold
20591,sess-C,INFO,turb,2797,472,39.055,0.0005760407007171571,5.833789432226005e-05,8.210905686193795e-05,952,32506,40.9,87.0,14,152,63,55,2,1,70d3f547,,step 20591 div
20592,sess-B,INFO,chem,4670,4772,28.611,0.0018814408524642705,0.0007407009763254937,0.00044609955974210936,3094,16507,56.2,23.3,5,251,24,26,0,1,8113f5bb,retry,step 20592 div
20593,sess-D,WARN,chem,2614,353,5.329,0.00044309521089950414,0.00011162242298095272,6.765523595532864e-05,2183,5630,53.8,76.6,15,218,32,11,3,0,5f9a2fcd,clamp,step 20593 flux
20594,sess-A,ERROR,turb,2057,2520,8.84,0.0002575392106657815,0.0009735779678518589,0.00018931555910114333,1801,26718,83.3,92.6,41,98,14,52,3,0,9cd6e403,,step 20594 conv
20595,sess-B,INFO,io,8558,3149,25.644,0.001795966331915648,0.0008223181452743375,0.00015387381838572286,1362,5738,47.1,20.9,27,85,58,63,1,0,c2b70898,clamp,step 20595 conv
20596,sess-D,INFO,mesh,4597,4416,4.401,0.0007677909287873527,0.0005623161068408678,0.00016855517331048215,821,13912,48.7,32.6,38,233,3,31,1,0,c1c8ce64,ok,step 20596 flux
20597,sess-D,DEBUG,mesh,2158,4010,5.831,0.0024163067440439753,6.826612990314704e-06,0.0002279877632386606,2441,28472,68.1,41.2,27,97,25,26,3,1,1c1196aa,skip,step 20597 conv
20598,sess-D,ERROR,turb,2970,4200,12.373,0.0010195044357820576,0.0003537703492574235,0.00046988535438222096,2399,26305,86.4,17.6,13,203,13,49,1,0,28ff1c07,clamp,step 20598 conv
20599,sess-A,ERROR,turb,2963,3326,8.326,0.00030827961516729716,0.0005056178764808778,9.475080847673044e-05,3014,10035,81.8,28.6,15,107,39,17,1,1,e73c856f,skip,step 20599 flux
20600,sess-A,DEBUG,bc,4773,803,0.353,0.002258903118179608,0.0007990822910527806,0.00012270891823571852,1632,6379,71.2,79.4,15,122,29,43,2,0,d38d0bfd,stall,step 20600 flux
20601,sess-A,INFO,mesh,5699,2312,17.524,0.00010105478096843105,0.0007411935115250814,1.0730425054732706e-05,979,18946,63.1,28.2,21,3,34,19,2,0,f0177075,skip,step 20601 conv
20602,sess-A,INFO,bc,8970,462,68.154,0.001591339602709157,5.20862327318825e-05,3.686900522623969e-05,3563,28581,24.6,65.5,19,99,51,40,2,1,58783fad,ok,step 20602 div
20603,sess-C,DEBUG,solver,4852,829,24.079,9.556950437935972e-05,3.148683250076849e-05,7.935526504490447e-05,4068,16374,37.0,61.4,6,35,44,53,2,0,99970db6,ok,step 20603 div
20604,sess-C,INFO,solver,8539,3851,1.708,0.0003071312420675459,0.001041467525206709,1.3311735069614839e-07,3063,703,70.9,45.5,34,32,10,37,1,1,c457883a,retry,step 20604 hold
20605,sess-C,DEBUG,mesh,6576,359,35.542,0.00020569935567192168,0.0002797389258982639,0.00038064240125865596,2849,23017,48.8,85.7,13,150,27,61,1,1,3b654b73,,step 20605 flux
20606,sess-A,WARN,turb,5134,754,24.866,0.0002807172124128036,0.00021665822631839423,5.3983152332829424e-05,2821,7762,51.6,84.1,6,136,39,20,2,0,4474a7f3,clamp,step 20606 hold
20607,sess-B,INFO,post,2848,1948,6.488,0.0006055739577876572,0.0001451890842722614,1.7152242380881117e-05,2834,15824,94.1,63.4,37,69,14,20,0,0,5d9247a3,,step 20607 hold
20608,sess-A,INFO,turb,1762,4726,0.455,0.00017028007896864697,0.0011276483776974159,0.00011256487214832954,2241,32357,53.9,71.5,6,102,20,23,0,1,3f8e3268,,step 20608 hold
20609,sess-D,INFO,mesh,8733,2439,5.446,0.0005834625712953458,0.0006250744178417094,9.388008603793199e-05,1658,27289,90.2,0.4,7,60,59,51,2,0,4431ba04,ok,step 20609 div
20610,sess-D,DEBUG,io,7541,275,10.687,0.002264243094908225,0.00021063677237915626,0.00013749415629904247,2298,26489,15.2,59.4,13,84,36,44,2,0,cef09ae3,retry,step 20610 conv
20611,sess-C,INFO,solver,8714,632,26.938,0.00035759785817144046,0.0002448748802844001,0.00013677608438164167,3931,29804,57.3,41.4,18,40,1,4,1,0,6be0204b,skip,step 20611 flux
20612,sess-C,INFO,turb,1127,4322,10.427,0.002679207791073337,6.583195797792038e-05,0.0002040179349812396,978,24956,19.7,70.2,24,11,12,60,2,0,6aa6b56b,retry,step 20612 div
20613,sess-C,INFO,mesh,3883,2171,4.493,9.555386713173123e-05,0.0008857933422987434,3.362946794504514e-05,3082,4532,63.9,32.8,3,176,55,20,0,0,25d21d95,skip,step 20613 flux
20614,sess-B,INFO,post,1760,3852,1.735,0.0034430489215428006,3.000414896899383e-06,1.2153630757937137e-05,2079,10293,48.2,55.7,31,88,23,56,2,0,822afc28,clamp,step 20614 hold
20615,sess-A,INFO,chem,5096,835,0.119,0.0007380181835005838,0.0017276607932673615,6.247896272258493e-05,2457,22652,95.7,42.7,12,115,46,11,3,1,edf930e6,ok,step 20615 conv
20616,sess-C,WARN,bc,5092,2437,16.809,0.0007012038072657024,0.00046045516025227675,7.623393358152615e-05,2876,32335,56.0,20.4,1,200,41,25,1,0,2e9b40b9,stall,step 20616 flux
20617,sess-D,INFO,alloc,1263,781,23.994,0.003359244769105884,1.1723145087219706e-07,1.5452816171432617e-05,1641,9715,80.8,53.5,4,144,24,48,3,1,79fce72f,,step 20617 flux
20618,sess-D,INFO,chem,1908,1059,6.516,0.0010265675733677326,0.001247285043158404,6.481320458999412e-05,3651,8330,34.7,32.7,7,199,25,19,0,0,eb751d9e,skip,step 20618 div
20619,sess-A,INFO,turb,3585,1641,14.879,0.00013411764441142318,0.00019318665370478088,1.5600656907884764e-05,2875,27944,63.3,68.4,40,173,10,5,1,1,1cd40595,,step 20619 div
20620,sess-B,INFO,bc,9832,3468,17.079,0.000695403764114168,0.00021598134516710696,0.00010391993862984153,1369,27431,29.5,3.0,7,252,25,22,3,1,22d3c0d7,ok,step 20620 div
20621,sess-C,INFO,turb,8248,4553,33.408,0.00483225080476001,0.0004981189398457131,6.468415260313613e-05,2267,14721,89.0,9.9,13,138,46,50,1,0,781047e9,ok,step 20621 flux
20622,sess-C,DEBUG,turb,6903,3762,10.265,0.0015117478518646933,0.004035269964064924,0.0001036335988952277,1078,6500,59.8,62.8,25,188,54,22,0,1,834f0a55,clamp,step 20622 conv
20623,sess-D,INFO,post,4712,3675,7.151,0.0004919102213326558,0.0002747612683933733,0.0003510141522537448,3074,24812,26.4,73.4,12,191,21,30,2,0,fbc55a88,stall,step 20623 div
20624,sess-D,WARN,turb,4880,1369,7.454,0.0003333730767716467,0.00019824670942398962,3.594007866539718e-05,935,1392,48.1,7.3,21,24,15,0,2,0,bee6ea41,retry,step 20624 conv
20625,sess-A,INFO,alloc,5881,964,31.88,0.0004095192738975834,0.00032844211776285125,8.12710011528896e-05,1283,16748,18.8,87.3,29,128,51,2,2,0,5dc031d0,stall,step 20625 conv
20626,sess-B,WARN,alloc,1809,659,29.718,0.00033946413808738255,0.000622896707738532,0.0001467235324966337,1314,16449,24.3,16.5,7,213,42,55,2,0,f928fc8e,ok,step 20626 div
