time,pitot_p1,pitot_p2,pitot_p3,pitot_p4,static_p,temp_t1,vib_acc_x,vib_acc_y,vib_acc_z
1.7845,106.397,108.042,111.083,nan,98.9368,301.896,2.13324,0.612275,-0.910457
1.785,107.393,109.36,108.571,111.022,98.8975,301.904,2.0848,0.969722,-2.21772
1.7855,108.494,111.324,107.779,109.798,98.8226,301.837,2.85207,-0.649678,-0.469114
1.786,109.863,112.287,106.345,109.588,98.8629,301.801,2.67214,2.12508,-0.239389
1.7865,110.22,113.409,105.826,nan,98.9498,301.917,0.667161,2.43997,-0.386475
1.787,110.721,113.303,105.214,108.318,98.7537,301.841,1.81268,0.513958,0.735103
1.7875,110.741,114.267,104.992,107.353,98.872,301.857,1.93803,1.18629,1.45311
1.788,112.218,115.092,104.6,nan,98.7022,301.777,1.42368,2.84904,2.12275
1.7885,111.944,114.504,105.035,106.966,98.8752,301.802,-2.14949,2.05883,0.100629
1.789,111.925,114.096,105.224,106.901,98.8384,301.786,-1.64419,2.34648,0.37628
1.7895,111.613,114.5,106.52,106.887,98.8713,301.84,-2.90217,1.15885,0.171581
1.79,112.351,114.102,106.92,nan,98.8528,301.736,-1.11699,-0.502801,0.537962
1.7905,111.503,114.384,108.362,106.779,98.6665,301.874,-2.35596,0.548249,0.7305
1.791,112.941,114.777,109.288,107.79,98.8145,301.764,-1.72139,0.602001,1.26094
1.7915,112.878,114.733,108.121,nan,98.7426,301.898,-2.39183,-1.1327,1.34825
1.792,114.087,115.769,108.865,nan,98.9024,301.858,-3.01396,-1.04954,0.144557
1.7925,114.992,117.121,108.33,105.671,98.839,301.826,-2.19353,-0.0178404,2.79031
1.793,116.849,117.361,108.171,nan,98.6999,301.86,-2.14242,-1.59759,-0.0932994
1.7935,117.961,118.186,108.493,105.162,98.6347,301.841,0.336501,-0.445765,-0.624319
1.794,119.377,118.697,108.431,104.632,98.7573,301.892,1.38652,-2.04212,-0.614004
1.7945,119.797,119.433,108.067,nan,98.7328,301.934,2.28082,-2.77452,-1.26925
1.795,119.958,119.563,108.707,105.138,98.7532,301.976,4.48285,-1.60391,-1.19627
1.7955,120.892,118.721,108.829,105.14,98.9298,301.748,1.78075,-1.11681,0.0260719
1.796,120.918,118.454,109.334,105.573,98.5179,301.938,2.55526,0.2098,-0.689289
1.7965,120.07,118.09,111.302,105.236,98.6085,301.997,1.89658,-0.740679,-0.868912
1.797,118.863,115.623,112.097,106.955,98.469,301.951,3.45361,0.033879,-1.06563
1.7975,118.03,115.348,113.279,nan,98.3335,301.868,2.4496,-0.203737,-1.32591
1.798,116.091,114.008,115.029,108.125,98.4383,301.955,1.19704,1.11584,-0.545268
1.7985,115.688,111.879,116.425,109.112,98.3854,301.912,1.14868,0.0756195,-2.49953
1.799,115.512,110.84,117.173,109.254,98.2079,301.978,-2.57531,2.0682,-1.06377
1.7995,114.643,110.522,118.577,110.788,98.1139,301.991,-3.04593,2.98976,0.322016
1.7995,113.762,110.815,118.055,111.249,98.2484,301.994,-1.31169,2.09145,-1.02
1.8005,114.369,109.817,118.43,111.06,98.2189,302.008,-1.63654,2.0623,1.33118
1.801,113.999,110.058,118.904,nan,98.0346,301.986,-1.86756,1.11787,1.08069
1.8015,114.47,110.181,117.938,111.922,98.1545,302.03,-2.18146,-0.257477,0.497441
1.802,113.641,110.203,118.572,111.491,97.9638,301.977,-2.99281,0.555515,-0.699013
1.8025,113.938,111.024,117.285,112.257,97.89,301.981,-1.93461,-0.107003,-0.70884
1.803,113.997,110.213,117.107,111.181,97.9243,302.062,-3.6662,0.444973,0.829188
1.8035,113.411,109.287,116.243,110.962,97.6036,302.124,-2.40571,0.119996,-0.113351
1.804,112.651,109.267,115.694,nan,97.8531,302.09,0.641597,0.0500219,1.1407
1.8045,111.292,108.613,115.675,nan,97.6865,302.101,3.21308,-2.66306,2.70148
1.805,109.905,107.015,116.206,112.071,97.7452,302.153,0.684889,-1.95502,1.33759
1.8055,108.795,106.531,115.961,nan,97.615,302.076,1.63458,-2.83138,1.87984
1.806,107.607,105.311,115.577,114.032,97.6045,302.033,0.915923,-3.0326,1.9584
1.8065,105.414,104.295,117.269,113.35,97.6422,302.012,1.77612,-0.45468,0.792804
1.8065,104.99,103.976,116.738,nan,97.6048,302.03,3.50819,-0.510561,0.0656854
1.8075,104.46,104.505,116.762,114.471,97.5984,302.072,2.8746,-0.155173,-0.41773
1.808,104.418,104.353,116.513,114.203,97.472,302.131,2.73909,-0.0704594,-0.296958
1.8085,104.964,104.36,115.604,114.315,97.5881,302.068,1.06322,-1.94323,-0.428823
1.809,104.503,106.172,114.025,114.518,97.4608,302.27,0.76024,0.265809,0.756807
1.8095,106.054,106.879,113.71,114.037,97.656,302.21,0.203988,-0.0926546,-0.155058
1.81,106.016,107.074,112.308,113.305,97.6533,302.268,-1.63859,2.55046,-0.856537
1.8105,107.361,109.024,111.192,nan,97.4545,302.212,0.811287,0.901693,-1.43834
1.811,108.309,109.642,109.738,110.833,97.5676,302.297,0.0276239,3.39427,-1.7943
1.8115,109.093,111.243,108.182,nan,97.568,302.161,-1.70317,1.82982,-0.580454
1.812,109.405,113.239,106.949,110.503,97.6524,302.187,-1.94508,2.42088,-2.10826
1.8125,109.668,113.379,107.164,108.406,97.7902,302.24,-1.98691,1.01209,-0.581636
1.813,109.758,112.876,106.197,107.896,97.813,302.308,-3.07422,-0.731155,0.244078
1.8135,109.67,112.452,105.876,108.716,97.8373,302.269,-2.70443,0.414399,0.549357
1.814,108.852,112.252,105.458,nan,97.8458,302.285,-0.24368,0.217169,-1.1431
1.8145,108.944,112.359,106.162,108.022,97.8476,302.362,1.50594,1.19691,0.437716
1.815,109.419,112.792,106.907,108.522,97.9371,302.314,-0.508409,0.432921,-0.605123
1.815,110.141,113.417,106.956,nan,97.7776,302.381,1.31368,-0.244605,0.145206
1.816,110.954,113.403,107.517,108.68,97.8988,302.381,0.522384,-0.471216,-0.294131
1.8165,112.644,114.565,107.703,nan,97.9623,302.471,2.27916,-1.60877,1.25273
1.817,112.677,114.926,108.111,107.768,97.9294,302.359,1.15955,-2.76529,0.845798
1.8175,113.675,115.194,108.237,nan,97.9193,302.425,1.91115,-3.08587,1.52064
1.818,115.537,117.219,107.75,107.543,97.9821,302.44,3.54256,-0.865026,1.26024
1.8185,117.169,118.505,107.315,107.181,98.0188,302.384,3.5402,-0.211614,2.61975
1.819,118.203,119.17,107.163,nan,97.9614,302.477,3.54378,0.416874,1.64476
1.8195,118.695,119.933,107.014,nan,98.1126,302.411,0.496961,-0.84845,0.402347
1.82,119.747,119.361,105.317,104.291,98.3204,302.381,0.227896,-0.826417,1.56943
1.8205,120.041,119.471,106.167,nan,98.2414,302.477,-0.207933,-1.28974,1.76125
1.821,119.366,119.083,106.857,104.119,98.2495,302.451,0.232871,-1.17111,-0.470182
1.8215,119.024,118.403,107.828,104.131,98.2809,302.497,-0.449545,0.303613,-0.205312
1.822,119.366,117.464,107.793,104.603,98.2411,302.448,-0.300871,1.70159,0.145576
1.8225,117.139,116.488,109.81,104.56,98.2021,302.416,-1.60965,1.32139,0.981942
1.823,117.332,114.809,111.923,nan,98.312,302.563,-3.19913,1.63069,0.580401
1.8235,116.434,113.524,112.868,106.222,98.2524,302.459,-4.04585,1.54886,-0.483704
1.824,116.578,112.924,114.349,107.367,98.1992,302.493,-3.02914,2.54242,-0.650704
1.8245,115.927,112.416,115.907,107.956,98.2024,302.458,-0.945716,1.54791,-1.82902
1.825,115.21,111.96,116.781,108.7,98.2969,302.525,-0.144957,0.755939,-0.795654
1.8255,116.186,111.628,116.886,109.991,98.2237,302.445,-0.813878,0.349491,-1.48381
1.826,115.629,112.343,117.604,109.012,98.3484,302.502,-0.584888,0.0321204,-0.189102
1.8265,116.918,112.452,117.266,110.169,98.4122,302.569,-1.6021,0.621044,-1.63211
1.827,116.914,112.495,117.587,108.852,98.1837,302.562,1.02102,-1.07117,-0.340048
1.8275,116.136,112.32,117.325,nan,98.2335,302.474,1.35014,-1.35364,-0.0415714
1.828,116.173,111.933,117.032,109.728,98.198,302.58,4.2133,-1.70004,-0.3123
1.8285,115.295,111.008,116.423,110.35,98.2558,302.497,4.11209,-0.993524,-0.848636
1.829,113.893,110.242,114.954,110.245,98.1758,302.545,2.59305,-1.14369,-0.92287
1.8295,113.491,109.517,115.917,nan,98.1887,302.516,0.615365,-2.2405,0.542194
1.83,111.805,107.545,115.755,110.891,98.3843,302.592,-0.12985,-1.98768,1.31395
1.8305,110.474,107.189,116.727,111.456,98.0821,302.492,-0.93906,-0.74861,0.513159
1.831,109.094,105.215,117.352,112.247,98.2829,302.471,1.38415,-1.08363,2.3607
1.8315,107.925,105.786,117.547,111.983,98.1088,302.436,-1.25169,-1.45595,0.916214
1.832,106.719,104.67,117.709,113.689,98.3044,302.521,-2.06881,-0.245964,0.364114
1.8325,105.539,103.874,118.453,nan,98.3285,302.505,-0.828865,-1.22485,1.35028
1.833,105.276,104.178,118.725,115.357,98.2093,302.466,-2.15211,0.884016,1.23891
1.8335,105.437,104.408,118.687,114.247,98.2288,302.527,-2.39737,1.63187,1.21231
1.834,105.551,105.934,118.132,nan,98.4864,302.44,-2.3807,2.23201,0.940271
1.8345,106.064,106.699,116.77,115.117,98.4982,302.494,-1.69553,2.81297,-1.03107
1.835,107.615,107.34,115.821,114.813,98.529,302.475,0.318183,3.14409,0.281125
1.8355,107.724,108.141,114.417,nan,98.6123,302.39,-0.337154,0.241364,-0.0456098
1.836,108.891,109.499,113.447,nan,98.4908,302.504,-2.10204,0.700528,-1.09329
1.8365,108.186,110.115,110.897,113,98.5878,302.531,-1.44219,1.4316,-0.531274
1.837,108.678,110.51,109.534,112.499,98.5798,302.399,-0.0718038,0.809736,-0.764852
1.8375,108.485,110.608,109.491,nan,98.5109,302.429,0.601649,2.5119,-0.514604
1.838,108.3,110.289,108.641,nan,98.704,302.375,2.67297,1.06169,-2.05467
1.8385,108.039,110.315,107.934,110.714,98.815,302.487,2.89958,-0.515095,-1.20264
1.8385,107.808,110.478,107.362,110.96,98.8283,302.405,4.47105,-0.814291,-1.21143
1.8395,107.486,110.097,107.836,109.698,98.9334,302.463,1.24532,-1.54034,-0.518338
1.84,108.436,110.489,107.618,108.895,99.048,302.344,1.56809,-1.69552,0.663254
1.8405,108.271,111.9,107.682,nan,99.1564,302.411,-0.499683,-1.91336,-0.263175
1.841,108.314,111.815,108.507,nan,99.0364,302.345,2.12869,-1.31825,1.26432
1.8415,109.358,112.938,107.978,109.688,99.21,302.323,2.615,-1.19544,-0.447084
1.842,111.142,113.512,108.611,nan,99.2537,302.271,1.15565,-1.86656,-0.828649
1.8425,112.506,115.488,108.206,nan,99.3386,302.329,-0.157216,-1.5508,-0.50742
1.8425,113.566,116.275,107.983,110.028,99.3539,302.371,-2.64108,-2.2486,0.663716
1.8435,115.71,117.726,108.144,107.732,99.3005,302.25,-1.53287,-0.887245,1.34575
1.844,116.079,118.845,106.213,107.943,99.3852,302.244,-3.39643,-0.561722,0.207144
1.8445,117.567,119.308,106.281,106.324,99.4592,302.204,-3.8343,0.596338,-0.705879
1.845,119.239,120.273,106.105,nan,99.6447,302.302,-2.00829,1.98168,1.19891
1.845,117.831,119.166,105.64,106.372,99.4692,302.195,-1.37299,1.2167,1.11421
1.846,118.874,119.064,105.388,105.478,99.4834,302.1,-1.00791,1.59966,0.59122
1.8465,119.117,118.76,105.131,nan,99.5566,302.143,-1.4174,-0.937794,0.931316
1.847,118.186,117.694,106.673,104.088,99.5711,302.103,-2.10455,0.547181,0.0389918
1.8475,117.36,116.976,106.888,103.602,99.5915,302.091,-1.33708,0.0324249,1.89317
1.848,116.763,116.725,109.067,104.194,99.5012,302.218,0.580823,1.98014,2.39205
1.8485,115.824,114.94,109.632,104.453,99.5852,302.019,0.940402,3.24557,0.711203
1.849,115.877,114.53,111.485,105.672,99.6602,301.986,3.42884,1.52825,1.0188
1.8495,116.41,113.806,112.823,105.339,99.3931,302.074,3.97875,1.2257,2.03767
1.85,116.312,113.496,113.48,nan,99.6512,301.958,1.88394,-0.548291,0.990518
1.8505,116.872,113.054,114.644,107.636,99.4168,301.976,1.78361,-1.69723,-0.866378
1.851,117.226,114.09,115.848,107.947,99.4526,301.95,-0.354865,-1.97828,-0.139234
1.8515,117.798,114.567,115.616,109.14,99.5105,301.93,2.18917,-0.720308,-1.92764
1.852,117.25,114.067,116.26,nan,99.5331,301.927,1.81087,-0.156358,-0.59165
1.8525,117.844,114.39,115.747,109.342,99.4655,301.846,1.99583,-0.478829,-0.159857
1.853,117.558,113.017,115.918,nan,99.3978,301.843,0.594302,-3.42379,-2.13682
1.8535,116.952,112.815,115.503,109.434,99.3863,301.815,-0.162589,-0.913061,-1.90445
1.854,115.754,111.907,115.38,109.087,99.4202,301.899,-1.22513,-2.08043,-1.02289
1.8545,113.962,111.109,115.8,109.93,99.215,301.78,-2.23356,-2.10946,-0.153722
1.855,113.679,109.548,115.093,nan,99.1894,301.811,-2.31775,-0.719703,-0.711745
1.8555,112.203,108.409,115.45,109.099,99.2894,301.794,-2.2301,1.00288,-1.79044
1.856,111.33,107.519,115.665,nan,99.2077,301.812,-1.70792,0.875571,-0.911619
1.8565,109.28,105.434,118.384,110.276,99.2707,301.679,-2.11499,0.774933,0.360501
1.8565,108.546,105.031,117.723,111.585,99.1579,301.783,-3.05863,1.31454,-0.566765
1.857,107.322,104.778,119.07,111.328,99.1882,301.741,-1.98328,1.6696,1.15078
1.858,106.479,104.272,119.018,111.848,99.1168,301.682,-1.7141,0.914739,0.503179
1.8585,106.742,104.93,119.247,113.49,99.0996,301.649,0.0698004,0.895737,0.541464
1.859,106.228,104.632,119.099,113.549,99.2203,301.671,0.931886,1.0944,1.02825
1.8595,107.182,105.655,119.904,115.011,99.0854,301.608,2.23055,1.66702,0.285039
1.86,107.487,106.773,118.004,114.963,99.0396,301.54,1.24838,1.58508,1.46822
1.8605,107.52,106.971,116.899,115.757,99.0349,301.509,1.7712,2.49789,0.596201
1.861,108.773,109.222,116.229,115.543,99.1889,301.514,2.45042,-0.555798,0.530284
1.8615,108.847,109.621,114.937,nan,98.9615,301.517,1.94803,1.2979,-0.0762312
1.862,108.474,109.68,113.463,nan,99.0698,301.429,2.05908,0.0613825,1.93989
1.8625,108.315,109.607,111.615,113.224,99.0747,301.583,1.45112,-0.862801,1.49033
1.863,108.202,109.562,110.975,113.425,99.0728,301.455,2.99985,-0.717122,1.33567
1.8635,106.934,108.935,110.45,112.402,99.2376,301.561,-0.42965,-0.857707,0.78527
1.864,105.937,108.789,109.26,112.069,99.0214,301.404,-1.55899,-0.277492,-0.245238
1.8645,105.762,108.02,109.931,nan,99.0366,301.266,-0.80237,-1.8585,-0.0240253
1.865,106.354,109.321,109.011,110.833,99.0702,301.332,-1.77414,-0.995134,-1.1193
1.8655,106.388,109.276,109.515,111.272,98.9823,301.461,-0.98226,-3.22648,-0.485435
1.866,106.259,109.257,109.561,111.288,98.9039,301.365,-1.75223,-2.43176,-0.359107
1.8665,108.363,110.668,109.469,nan,98.9032,301.431,-0.613856,-1.82399,-0.270637
1.867,109.139,112.389,110.021,111.079,98.96,301.201,-3.12575,-0.737695,-0.734653
1.8675,111.168,112.9,108.832,nan,99.1737,301.233,-3.3839,0.169478,-1.79808
1.868,112.512,114.719,108.973,112.05,99.0122,301.232,-1.44468,0.794388,0.493152
1.8685,113.377,115.382,107.893,110.59,99.0971,301.241,-1.98101,-0.3421,-1.76636
1.869,114.966,117.173,107.788,110.313,98.9475,301.243,0.210142,0.182404,-2.70821
1.8695,115.74,118.184,105.994,110.377,99.129,301.253,0.708816,1.40911,-1.39716
1.87,116.501,117.784,106.15,110.021,99.1149,301.323,0.0361546,0.660207,-2.52488
1.8705,117.193,118.585,104.878,108.405,98.9763,301.111,0.966433,1.35683,-1.05763
1.871,117.671,118.889,104.978,107.845,99.1178,301.211,-0.684197,1.82984,0.0658845
1.8715,117.919,118.125,104.204,nan,98.9553,301.149,2.94299,2.21487,-0.487461
1.872,116.694,118.219,105.123,105.144,99.1527,301.113,2.59923,1.68876,0.364919
1.8725,117.008,117.272,104.851,nan,99.1129,301.195,4.05746,0.917027,0.911317
1.873,116.427,116.698,105.607,105.789,98.963,301.128,3.34541,0.805773,0.134165
1.8735,116.147,115.193,106.581,106.001,99.0911,301.132,2.33595,1.189,1.53044
1.874,116.733,114.923,107.903,nan,98.9091,301.121,1.05604,0.893122,1.00193
1.8745,116.361,115.245,108.808,nan,98.9178,301.096,0.402241,0.531013,0.385285
1.875,117.531,115.339,110.753,105.472,98.8691,301.188,-0.279001,0.0312916,0.409615
1.8755,117.412,115.1,111.118,nan,98.7956,301.157,-1.05345,-0.951536,1.73766
1.876,117.816,115.466,112.715,106.122,98.6393,301.134,-0.926394,-1.22261,1.20757
1.8765,119.117,115.391,113.214,106.812,98.6746,301.135,-1.5345,-2.24962,0.135806
1.877,118.621,115.679,113.673,nan,98.6495,301.06,-1.76926,-2.76772,1.20435
1.8775,118.902,115.905,113.635,nan,98.4724,301.122,-0.982841,-2.32083,0.220188
1.8775,119.149,115.922,113.84,107.06,98.5268,301.063,-3.31051,-2.2246,-1.63225
1.8785,118.69,114.88,113.812,107.378,98.509,301.027,-2.59533,-0.587694,-1.49474
1.879,117.679,114.019,113.845,107.681,98.3247,300.985,-1.74469,-1.3378,-1.18351
1.8795,115.765,112.47,114.373,106.764,98.2062,301.059,-0.625716,-0.173795,0.490443
1.88,114.613,111.261,113.823,106.953,98.3407,300.992,1.50632,-0.907018,-0.761807
1.8805,113.865,110.015,114.659,107.507,98.1694,301.037,1.30454,-1.11485,-0.114471
1.8805,112.383,107.921,115.337,nan,98.0937,301.048,0.0986245,0.128889,-2.02138
1.8815,110.389,107.488,116.129,nan,98.07,300.87,1.88212,2.26173,-2.12961
1.882,109.815,106.443,116.665,108.602,98.0466,301.044,0.71298,3.2574,-1.42229
1.8825,108.987,106.037,118.56,108.329,97.9694,301.03,3.14149,3.34903,-1.18651
1.883,108.847,105.589,118.074,109.881,97.9361,301.08,4.39283,1.46026,-1.15758
1.8835,107.941,105.249,119.184,110.276,98.0424,301.01,3.43237,2.34942,-1.42958
1.884,108.92,105.7,120.043,nan,97.7588,300.942,3.44731,-0.576631,-1.379
1.8845,108.398,106.414,119.805,nan,97.8949,300.991,1.55914,0.201748,1.10066
1.885,109.384,106.005,119.937,nan,97.7837,301.031,-0.609008,0.298287,0.981898
1.8855,109.364,107.231,119.585,113.591,97.6041,300.996,1.57793,-0.144079,0.0393315
1.886,108.602,107.751,118.435,114.424,97.6207,300.938,-0.496672,1.78113,0.371979
1.8865,108.734,108.03,117.231,114.933,97.767,301.032,1.28245,-0.502746,0.0588124
1.887,108.596,107.9,116.33,nan,97.6263,300.969,1.74921,-1.1869,0.204999
1.8875,108.313,107.725,114.74,114.875,97.6284,301.004,-2.69739,-0.520229,0.0375512
1.888,106.583,107.756,113.496,113.558,97.7485,300.989,-4.07803,-2.39313,1.66127
1.8885,106.18,107.284,112.036,113.767,97.7331,300.917,-3.86325,-2.21632,1.48396
1.889,105.943,107.753,112.259,113.504,97.6893,300.979,-2.17061,-2.98145,2.00135
1.8895,105.356,107.086,112.2,nan,97.5907,301.019,-2.48654,-0.752003,1.4563
1.89,104.468,107.146,110.846,112.446,97.7088,301.036,-2.2816,-0.876532,2.17778
1.8905,104.631,107.879,110.944,112.01,97.6882,300.96,-0.65659,-0.874958,1.36565
1.891,105.665,108.218,111.786,nan,97.6896,300.991,0.0116929,-0.564205,0.30925
1.8915,105.903,109.239,110.822,nan,97.7361,301.064,-0.492568,0.551043,-1.50085
1.892,107.583,110.952,110.927,nan,97.7981,301.038,-0.270213,-0.670523,-0.222016
1.8925,109.242,112.275,111.379,112.041,97.7967,300.961,0.0878781,-0.702173,-0.416929
1.893,110.34,113.267,110.825,nan,97.7895,301.024,1.88163,2.2554,0.512133
1.8935,110.663,114.215,110.469,nan,97.8923,301.044,3.00028,2.03355,0.980998
1.894,113.585,115.69,108.8,112.327,98.0318,301.022,2.83423,2.22979,-1.63234
1.8945,114.652,117.076,108.694,nan,97.9767,301.125,2.26853,2.08952,-1.29093
1.895,115.546,116.831,107.018,nan,97.8629,301.061,1.96735,2.59179,-2.66233
1.8955,115.786,117.623,106.682,111.236,97.9923,301.019,1.23291,1.99893,-1.53829
1.896,114.913,117.693,105.591,109.624,98.0718,301.053,0.130074,2.80498,-0.755895
1.8965,116.179,116.848,104.309,nan,98.0468,301.012,0.325914,0.166296,-1.24015
1.897,115.576,117.47,104.545,nan,98.1366,301.002,-0.291052,1.92423,-1.25791
1.8975,115.648,116.419,103.926,nan,98.0416,301.05,-1.95045,2.7494,-0.410293
1.898,115.094,115.481,103.89,106.354,98.2287,300.992,-1.13742,1.71658,-0.616474
1.8985,115.129,115.384,104.753,106.05,98.2344,301.04,-3.14436,0.00206981,0.578733
1.899,115.422,115.821,105.269,nan,98.1428,301.136,-3.17032,-1.64367,1.1727
1.899,116.71,116.277,106.815,106.175,98.0632,301.051,-3.17434,-2.07345,0.407412
1.9,116.882,116.128,107.674,104.802,98.223,301.041,-0.835593,0.666129,-0.25293
1.9005,117.541,116.482,109.674,nan,98.1508,301.098,-1.39608,0.128984,0.117117
1.901,117.986,116.768,109.771,106.422,98.0775,301.057,-2.46306,0.43826,-0.0462574
1.9015,119.536,117.844,111.5,nan,98.2493,301.066,-1.20401,-0.828771,0.487211
1.902,119.971,117.929,111.853,106.184,98.1784,301.128,-0.907931,-0.96113,1.73163
1.9025,120.368,116.765,111.195,106.984,97.9554,301.061,-0.960298,-2.10019,1.87719
1.903,120.694,117.05,111.922,106.802,98.0576,300.977,0.911166,-0.453558,3.19387
1.903,120.175,116.587,111.846,107.691,98.2636,300.978,0.130857,-0.39798,1.44664
1.904,119.094,115.298,111.633,nan,98.0887,301.052,4.13969,-0.0313215,0.463959
1.9045,118.09,114.304,111.776,nan,98.017,301.077,4.75871,2.02369,0.452781
1.905,116.727,112.983,112.788,106.657,98.191,301.07,2.95909,1.02144,1.52244
1.905,115.576,110.92,112.21,nan,98.0449,300.97,2.50747,1.83612,0.877325
1.906,114.175,110.385,112.342,nan,98.1305,301.043,0.321665,1.5053,0.0362836
1.9065,112.691,108.734,113.262,106.084,98.0005,301.095,1.41415,1.89555,0.479781
1.907,111.247,108.142,114.435,106.3,97.9892,301.002,2.80155,2.65022,0.656471
1.9075,111.214,107.196,116.72,106.868,98.0147,300.977,-0.233483,1.00621,-0.340288
1.908,110.787,106.741,116.787,107.879,97.7045,301.054,-1.0582,2.31683,-0.690022
1.9085,109.776,107.277,118.711,nan,97.941,301.04,-0.864342,1.52741,-2.45725
1.909,110.395,107.108,118.482,106.954,97.9915,300.89,-2.85875,1.3066,-1.53119
1.9095,110.184,107.919,119.569,109.168,97.9632,300.994,-1.43682,1.39107,-1.58083
1.91,109.541,107.922,119.957,109.28,97.8839,300.966,-0.717022,0.522723,-1.99292
1.9105,110.444,108.85,119.929,110.61,97.9368,300.928,-1.7362,-1.4014,0.0785884
1.911,110.684,107.874,119.855,111.433,98.0409,301.142,-0.270312,-0.848258,-0.0952418
1.9115,109.571,108.194,119.238,nan,98.0603,300.947,-0.549324,-2.14173,-1.1593
1.912,108.934,107.643,118.095,113.377,98.0487,301.054,-1.8615,-1.81369,-1.33812
1.9125,108.803,107.116,116.58,114.22,98.118,301.025,-2.47846,-2.02002,0.159627
1.913,106.93,107.099,116.147,nan,98.099,301.047,-0.512492,-2.28791,-0.60016
1.9135,105.981,105.911,115.081,nan,98.1532,300.953,1.26269,-0.332088,-0.444781
1.914,105.313,105.982,114.556,nan,98.232,300.966,3.49355,-1.27552,-0.088392
1.9145,104.98,106.24,113.321,nan,98.1242,300.983,2.54271,-1.53735,-0.00957299
1.9145,104.554,105.928,113.853,113.441,98.2819,300.954,3.86334,-1.7739,0.0865539
1.9155,104.008,105.815,113.312,112.033,98.3941,300.988,1.96375,-0.382637,2.64315
1.916,104.43,106.569,112.687,112.622,98.2188,300.965,1.82547,1.29548,1.30269
1.9165,105.301,107.911,113.605,111.595,98.4108,300.889,2.10498,-0.914093,1.69056
1.917,106.118,109.463,112.929,nan,98.5984,300.982,1.75746,0.802778,1.66222
1.9175,107.153,110.146,113.001,nan,98.4966,300.932,2.89701,-0.383601,0.921211
1.918,108.393,111.734,112.933,113.069,98.494,300.855,1.94264,-0.168472,1.00406
1.9185,110.462,113.252,112.687,113.471,98.7045,300.947,1.71134,2.71718,0.333767
1.919,111.251,114.195,112.772,nan,98.7717,300.922,-1.15309,1.62843,0.0360938
1.9195,113.501,115.355,110.746,nan,98.8162,300.835,-2.9729,4.02723,1.42942
1.92,113.252,115.971,109.886,nan,98.8885,300.887,-1.85459,2.26241,1.27245
1.9205,113.086,116.716,108.589,nan,99.0316,300.876,-0.999942,1.40742,0.431296
1.921,113.567,116.038,107.034,113.043,98.8978,300.788,-2.1968,1.83122,-0.11783
1.921,113.701,116.151,105.371,113.073,98.8806,300.793,-2.00848,0.00184021,-0.925093
1.922,113.639,115.99,105.088,nan,99.0392,300.714,-1.73642,-1.1886,-1.03509
1.9225,113.599,115.293,103.62,111.08,98.9598,300.803,-1.7435,-0.99199,-1.77189
1.923,113.668,115.242,104.339,nan,99.2184,300.703,-2.02531,-1.4025,-0.483339
1.9235,113.689,115.312,103.688,109.565,99.2651,300.742,-0.671764,-1.92676,-2.16779
1.924,114.533,114.908,104.832,nan,99.2548,300.789,1.52415,-1.60747,-0.144382
1.9245,115.939,115.638,105.834,nan,99.2382,300.735,1.54081,-2.27556,-1.00057
1.925,115.811,115.919,105.985,107.133,99.2784,300.651,1.25212,-0.509264,-1.11546
1.9255,116.938,116.797,107.479,105.985,99.3757,300.64,0.181585,-2.78413,-0.291974
1.926,118.523,117.381,108.627,nan,99.4334,300.648,-1.0843,-1.93249,-0.957753
1.9265,119.783,118.014,108.504,106.735,99.4299,300.689,3.14006,-1.10903,-1.67137
1.927,120.429,118.839,108.689,106.223,99.3007,300.582,1.81078,0.292874,-1.22794
1.9275,121.116,119.133,109.678,107.261,99.3386,300.736,1.24637,0.446635,-0.510015
1.928,120.734,118.726,110.216,106.759,99.306,300.567,2.67013,0.333298,-0.196178
1.928,120.412,117.496,109.676,107.219,99.3853,300.65,1.85913,1.46955,0.267797
1.929,120.161,117.006,109.987,106.751,99.5587,300.624,1.36045,0.155483,1.60282
1.9295,119.238,115.203,109.966,107.035,99.4157,300.607,-2.39574,0.704881,2.1865
1.93,118.51,114.554,110.137,nan,99.4041,300.619,-1.1509,0.193037,1.46658
1.9305,117.218,113.211,110.463,105.896,99.4912,300.52,-1.06774,1.52263,2.32008
1.931,114.581,111.446,110.527,nan,99.4343,300.425,-0.634762,1.8332,2.08239
1.9315,114.581,110.414,110.674,105.456,99.3136,300.498,-1.25587,2.31302,0.98338
1.932,113.1,109.779,111.814,105.255,99.2939,300.459,-0.865575,0.570885,1.10851
1.9325,111.883,109.102,112.425,105.878,99.3218,300.557,-1.41724,0.868502,0.657668
1.933,112.577,108.256,114.657,106.416,99.3174,300.557,-3.44523,0.314438,1.75588
1.9335,112.215,108.098,116.583,105.634,99.2015,300.499,-2.63018,0.574597,0.579707
1.934,112.162,107.828,116.478,105.964,99.1539,300.395,-2.4106,-0.15786,0.531546
1.9345,111.847,108.541,118.369,nan,99.2176,300.443,0.582117,-1.12385,-0.348468
1.935,111.984,108.638,119.312,nan,99.1006,300.4,2.10614,-0.532635,0.172675
1.9355,112.196,108.961,120.777,106.724,99.2924,300.387,-0.449987,-0.488033,-0.954031
1.936,111.315,109.11,120.562,nan,99.25,300.487,0.79748,-0.491425,-0.706061
1.9365,111.289,108.078,119.394,109.464,99.2049,300.518,0.21936,-1.33161,-1.47917
